task_id,status,input_tokens,output_tokens,total_tokens,calls,judgment_file
T01_R02_C03,ok,10349,1255,11604,1,MIMO_V2_5_PRO__T01_R02_C03.judgment.json
T01_R02_C03_A01,ok,15443,2006,17449,1,MIMO_V2_5_PRO__T01_R02_C03_A01.judgment.json
T01_R02_C03_A02,ok,16705,1000,17705,1,MIMO_V2_5_PRO__T01_R02_C03_A02.judgment.json
T01_R02_C03_A03,ok,10626,1016,11642,1,MIMO_V2_5_PRO__T01_R02_C03_A03.judgment.json
T02_R01_C01,ok,11095,1026,12121,1,MIMO_V2_5_PRO__T02_R01_C01.judgment.json
T02_R01_C01_A01,ok,13445,1178,14623,1,MIMO_V2_5_PRO__T02_R01_C01_A01.judgment.json
T02_R01_C01_A02,ok,11581,946,12527,1,MIMO_V2_5_PRO__T02_R01_C01_A02.judgment.json
T02_R01_C01_A03,ok,10861,987,11848,1,MIMO_V2_5_PRO__T02_R01_C01_A03.judgment.json
T02_R01_C02,ok,24774,1736,26510,1,MIMO_V2_5_PRO__T02_R01_C02.judgment.json
T02_R01_C02_A01,ok,15420,1014,16434,1,MIMO_V2_5_PRO__T02_R01_C02_A01.judgment.json
T02_R01_C02_A02,ok,18157,1564,19721,1,MIMO_V2_5_PRO__T02_R01_C02_A02.judgment.json
T02_R01_C02_A03,ok,21934,1682,23616,1,MIMO_V2_5_PRO__T02_R01_C02_A03.judgment.json
T02_R01_C03,ok,12161,944,13105,1,MIMO_V2_5_PRO__T02_R01_C03.judgment.json
T02_R01_C03_A01,ok,12322,1374,13696,1,MIMO_V2_5_PRO__T02_R01_C03_A01.judgment.json
T02_R01_C03_A02,ok,13225,2328,15553,1,MIMO_V2_5_PRO__T02_R01_C03_A02.judgment.json
T02_R01_C03_A03,ok,11856,1089,12945,1,MIMO_V2_5_PRO__T02_R01_C03_A03.judgment.json
T02_R02_C01,ok,10175,1088,11263,1,MIMO_V2_5_PRO__T02_R02_C01.judgment.json
T02_R02_C01_A01,ok,7697,1113,8810,1,MIMO_V2_5_PRO__T02_R02_C01_A01.judgment.json
T02_R02_C01_A02,ok,8159,1201,9360,1,MIMO_V2_5_PRO__T02_R02_C01_A02.judgment.json
T02_R02_C01_A03,ok,11078,1175,12253,1,MIMO_V2_5_PRO__T02_R02_C01_A03.judgment.json
T02_R02_C02,ok,14173,1103,15276,1,MIMO_V2_5_PRO__T02_R02_C02.judgment.json
T02_R02_C02_A01,ok,8220,1132,9352,1,MIMO_V2_5_PRO__T02_R02_C02_A01.judgment.json
T02_R02_C02_A02,ok,12620,938,13558,1,MIMO_V2_5_PRO__T02_R02_C02_A02.judgment.json
T02_R02_C02_A03,ok,12890,771,13661,1,MIMO_V2_5_PRO__T02_R02_C02_A03.judgment.json
T02_R02_C03,ok,7759,964,8723,1,MIMO_V2_5_PRO__T02_R02_C03.judgment.json
T02_R02_C03_A01,ok,7273,725,7998,1,MIMO_V2_5_PRO__T02_R02_C03_A01.judgment.json
T02_R02_C03_A02,ok,7582,1025,8607,1,MIMO_V2_5_PRO__T02_R02_C03_A02.judgment.json
T02_R02_C03_A03,ok,12962,844,13806,1,MIMO_V2_5_PRO__T02_R02_C03_A03.judgment.json
T03_R01_C01,ok,15751,1279,17030,1,MIMO_V2_5_PRO__T03_R01_C01.judgment.json
T03_R01_C01_A01,ok,12329,1230,13559,1,MIMO_V2_5_PRO__T03_R01_C01_A01.judgment.json
T03_R01_C01_A02,ok,18677,677,19354,1,MIMO_V2_5_PRO__T03_R01_C01_A02.judgment.json
T03_R01_C01_A03,ok,16895,584,17479,1,MIMO_V2_5_PRO__T03_R01_C01_A03.judgment.json
T03_R01_C02,ok,29304,491,29795,1,MIMO_V2_5_PRO__T03_R01_C02.judgment.json
T03_R01_C02_A01,ok,54465,1186,55651,1,MIMO_V2_5_PRO__T03_R01_C02_A01.judgment.json
T03_R01_C02_A02,ok,47568,1203,48771,1,MIMO_V2_5_PRO__T03_R01_C02_A02.judgment.json
T03_R01_C02_A03,ok,26554,869,27423,1,MIMO_V2_5_PRO__T03_R01_C02_A03.judgment.json
T03_R01_C03,ok,17695,1297,18992,1,MIMO_V2_5_PRO__T03_R01_C03.judgment.json
T03_R01_C03_A01,ok,15849,1023,16872,1,MIMO_V2_5_PRO__T03_R01_C03_A01.judgment.json
T03_R01_C03_A02,ok,15306,704,16010,1,MIMO_V2_5_PRO__T03_R01_C03_A02.judgment.json
T03_R01_C03_A03,ok,16050,1160,17210,1,MIMO_V2_5_PRO__T03_R01_C03_A03.judgment.json
T03_R02_C01,ok,18531,421,18952,1,MIMO_V2_5_PRO__T03_R02_C01.judgment.json
T03_R02_C01_A01,ok,13645,1613,15258,1,MIMO_V2_5_PRO__T03_R02_C01_A01.judgment.json
T03_R02_C01_A02,ok,11808,1005,12813,1,MIMO_V2_5_PRO__T03_R02_C01_A02.judgment.json
T03_R02_C01_A03,ok,11381,691,12072,1,MIMO_V2_5_PRO__T03_R02_C01_A03.judgment.json
T03_R02_C02,ok,15704,1181,16885,1,MIMO_V2_5_PRO__T03_R02_C02.judgment.json
T03_R02_C02_A01,ok,11808,1127,12935,1,MIMO_V2_5_PRO__T03_R02_C02_A01.judgment.json
T03_R02_C02_A02,ok,12023,1461,13484,1,MIMO_V2_5_PRO__T03_R02_C02_A02.judgment.json
T03_R02_C02_A03,ok,11939,993,12932,1,MIMO_V2_5_PRO__T03_R02_C02_A03.judgment.json
T03_R02_C03,ok,12196,458,12654,1,MIMO_V2_5_PRO__T03_R02_C03.judgment.json
T03_R02_C03_A01,ok,11140,1055,12195,1,MIMO_V2_5_PRO__T03_R02_C03_A01.judgment.json
T03_R02_C03_A02,ok,19343,1282,20625,1,MIMO_V2_5_PRO__T03_R02_C03_A02.judgment.json
T03_R02_C03_A03,ok,8512,1168,9680,1,MIMO_V2_5_PRO__T03_R02_C03_A03.judgment.json
T04_R01_C01,ok,5564,1105,6669,1,MIMO_V2_5_PRO__T04_R01_C01.judgment.json
T04_R01_C01_A01,ok,10485,1398,11883,1,MIMO_V2_5_PRO__T04_R01_C01_A01.judgment.json
T04_R01_C01_A02,ok,11577,883,12460,1,MIMO_V2_5_PRO__T04_R01_C01_A02.judgment.json
T04_R01_C01_A03,ok,8839,1017,9856,1,MIMO_V2_5_PRO__T04_R01_C01_A03.judgment.json
T04_R01_C02,ok,14204,799,15003,1,MIMO_V2_5_PRO__T04_R01_C02.judgment.json
T04_R01_C02_A01,ok,10603,1209,11812,1,MIMO_V2_5_PRO__T04_R01_C02_A01.judgment.json
T04_R01_C02_A02,ok,8648,2591,11239,1,MIMO_V2_5_PRO__T04_R01_C02_A02.judgment.json
T04_R01_C02_A03,ok,12811,1390,14201,1,MIMO_V2_5_PRO__T04_R01_C02_A03.judgment.json
T04_R01_C03,ok,9655,806,10461,1,MIMO_V2_5_PRO__T04_R01_C03.judgment.json
T04_R01_C03_A01,ok,4209,990,5199,1,MIMO_V2_5_PRO__T04_R01_C03_A01.judgment.json
T04_R01_C03_A02,ok,5616,791,6407,1,MIMO_V2_5_PRO__T04_R01_C03_A02.judgment.json
T04_R01_C03_A03,ok,4254,988,5242,1,MIMO_V2_5_PRO__T04_R01_C03_A03.judgment.json
T04_R02_C01,ok,7795,1065,8860,1,MIMO_V2_5_PRO__T04_R02_C01.judgment.json
T04_R02_C01_A01,ok,7582,1272,8854,1,MIMO_V2_5_PRO__T04_R02_C01_A01.judgment.json
T04_R02_C01_A02,ok,6554,747,7301,1,MIMO_V2_5_PRO__T04_R02_C01_A02.judgment.json
T04_R02_C01_A03,ok,10258,825,11083,1,MIMO_V2_5_PRO__T04_R02_C01_A03.judgment.json
T04_R02_C02,ok,13524,1128,14652,1,MIMO_V2_5_PRO__T04_R02_C02.judgment.json
T04_R02_C02_A01,ok,13336,1394,14730,1,MIMO_V2_5_PRO__T04_R02_C02_A01.judgment.json
T04_R02_C02_A02,ok,16769,1698,18467,1,MIMO_V2_5_PRO__T04_R02_C02_A02.judgment.json
T04_R02_C02_A03,ok,11363,1225,12588,1,MIMO_V2_5_PRO__T04_R02_C02_A03.judgment.json
T04_R02_C03,ok,8899,488,9387,1,MIMO_V2_5_PRO__T04_R02_C03.judgment.json
T04_R02_C03_A01,ok,10932,1094,12026,1,MIMO_V2_5_PRO__T04_R02_C03_A01.judgment.json
T04_R02_C03_A02,ok,7127,748,7875,1,MIMO_V2_5_PRO__T04_R02_C03_A02.judgment.json
T04_R02_C03_A03,ok,4798,1420,6218,1,MIMO_V2_5_PRO__T04_R02_C03_A03.judgment.json
T05_R01_C01,ok,24373,1266,25639,1,MIMO_V2_5_PRO__T05_R01_C01.judgment.json
T05_R01_C01_A01,ok,23048,981,24029,1,MIMO_V2_5_PRO__T05_R01_C01_A01.judgment.json
T05_R01_C01_A02,ok,25249,851,26100,1,MIMO_V2_5_PRO__T05_R01_C01_A02.judgment.json
T05_R01_C01_A03,ok,24346,950,25296,1,MIMO_V2_5_PRO__T05_R01_C01_A03.judgment.json
T05_R01_C02,ok,33651,1355,35006,1,MIMO_V2_5_PRO__T05_R01_C02.judgment.json
T05_R01_C02_A01,ok,32849,539,33388,1,MIMO_V2_5_PRO__T05_R01_C02_A01.judgment.json
T05_R01_C02_A02,ok,22053,999,23052,1,MIMO_V2_5_PRO__T05_R01_C02_A02.judgment.json
T05_R01_C02_A03,ok,48954,676,49630,1,MIMO_V2_5_PRO__T05_R01_C02_A03.judgment.json
T05_R01_C03,ok,5084,1481,6565,1,MIMO_V2_5_PRO__T05_R01_C03.judgment.json
T05_R01_C03_A01,ok,5536,1076,6612,1,MIMO_V2_5_PRO__T05_R01_C03_A01.judgment.json
T05_R01_C03_A02,ok,5901,1073,6974,1,MIMO_V2_5_PRO__T05_R01_C03_A02.judgment.json
T05_R01_C03_A03,ok,5414,1486,6900,1,MIMO_V2_5_PRO__T05_R01_C03_A03.judgment.json
T05_R02_C01,ok,3288,1772,5060,1,MIMO_V2_5_PRO__T05_R02_C01.judgment.json
T05_R02_C01_A01,ok,6471,674,7145,1,MIMO_V2_5_PRO__T05_R02_C01_A01.judgment.json
T05_R02_C01_A02,ok,32389,821,33210,1,MIMO_V2_5_PRO__T05_R02_C01_A02.judgment.json
T05_R02_C01_A03,ok,8678,998,9676,1,MIMO_V2_5_PRO__T05_R02_C01_A03.judgment.json
T05_R02_C02,ok,3235,1428,4663,1,MIMO_V2_5_PRO__T05_R02_C02.judgment.json
T05_R02_C02_A01,ok,3431,858,4289,1,MIMO_V2_5_PRO__T05_R02_C02_A01.judgment.json
T05_R02_C02_A02,ok,4537,974,5511,1,MIMO_V2_5_PRO__T05_R02_C02_A02.judgment.json
T05_R02_C02_A03,ok,2878,1759,4637,1,MIMO_V2_5_PRO__T05_R02_C02_A03.judgment.json
T05_R02_C03,ok,9733,1174,10907,1,MIMO_V2_5_PRO__T05_R02_C03.judgment.json
T05_R02_C03_A01,ok,14743,1632,16375,1,MIMO_V2_5_PRO__T05_R02_C03_A01.judgment.json
T05_R02_C03_A02,ok,9921,1103,11024,1,MIMO_V2_5_PRO__T05_R02_C03_A02.judgment.json
T05_R02_C03_A03,ok,7429,1293,8722,1,MIMO_V2_5_PRO__T05_R02_C03_A03.judgment.json
T06_R01_C01,ok,9478,1500,10978,1,MIMO_V2_5_PRO__T06_R01_C01.judgment.json
T06_R01_C01_A01,ok,12713,1161,13874,1,MIMO_V2_5_PRO__T06_R01_C01_A01.judgment.json
T06_R01_C01_A02,ok,5992,879,6871,1,MIMO_V2_5_PRO__T06_R01_C01_A02.judgment.json
T06_R01_C01_A03,ok,13587,1036,14623,1,MIMO_V2_5_PRO__T06_R01_C01_A03.judgment.json
T06_R01_C02,ok,28481,889,29370,1,MIMO_V2_5_PRO__T06_R01_C02.judgment.json
T06_R01_C02_A01,ok,35291,1112,36403,1,MIMO_V2_5_PRO__T06_R01_C02_A01.judgment.json
T06_R01_C02_A02,ok,20683,1188,21871,1,MIMO_V2_5_PRO__T06_R01_C02_A02.judgment.json
T06_R01_C02_A03,ok,33702,1046,34748,1,MIMO_V2_5_PRO__T06_R01_C02_A03.judgment.json
T06_R01_C03,ok,10386,1015,11401,1,MIMO_V2_5_PRO__T06_R01_C03.judgment.json
T06_R01_C03_A01,ok,8456,3262,11718,1,MIMO_V2_5_PRO__T06_R01_C03_A01.judgment.json
T06_R01_C03_A02,ok,12908,1174,14082,1,MIMO_V2_5_PRO__T06_R01_C03_A02.judgment.json
T06_R01_C03_A03,ok,10376,1203,11579,1,MIMO_V2_5_PRO__T06_R01_C03_A03.judgment.json
T06_R02_C01,ok,3599,1095,4694,1,MIMO_V2_5_PRO__T06_R02_C01.judgment.json
T06_R02_C01_A01,ok,3940,1640,5580,1,MIMO_V2_5_PRO__T06_R02_C01_A01.judgment.json
T06_R02_C01_A02,ok,3646,850,4496,1,MIMO_V2_5_PRO__T06_R02_C01_A02.judgment.json
T06_R02_C01_A03,ok,3768,1200,4968,1,MIMO_V2_5_PRO__T06_R02_C01_A03.judgment.json
T06_R02_C02,ok,8897,1461,10358,1,MIMO_V2_5_PRO__T06_R02_C02.judgment.json
T06_R02_C02_A01,ok,4057,628,4685,1,MIMO_V2_5_PRO__T06_R02_C02_A01.judgment.json
T06_R02_C02_A02,ok,6214,1175,7389,1,MIMO_V2_5_PRO__T06_R02_C02_A02.judgment.json
T06_R02_C02_A03,ok,6830,1037,7867,1,MIMO_V2_5_PRO__T06_R02_C02_A03.judgment.json
T06_R02_C03,ok,7900,1113,9013,1,MIMO_V2_5_PRO__T06_R02_C03.judgment.json
T06_R02_C03_A01,ok,5647,1591,7238,1,MIMO_V2_5_PRO__T06_R02_C03_A01.judgment.json
T06_R02_C03_A02,ok,9122,1028,10150,1,MIMO_V2_5_PRO__T06_R02_C03_A02.judgment.json
T06_R02_C03_A03,ok,17909,579,18488,1,MIMO_V2_5_PRO__T06_R02_C03_A03.judgment.json
T07_R01_C01,ok,6823,976,7799,1,MIMO_V2_5_PRO__T07_R01_C01.judgment.json
T07_R01_C01_A01,ok,9964,832,10796,1,MIMO_V2_5_PRO__T07_R01_C01_A01.judgment.json
T07_R01_C01_A02,ok,10115,681,10796,1,MIMO_V2_5_PRO__T07_R01_C01_A02.judgment.json
T07_R01_C01_A03,ok,12896,910,13806,1,MIMO_V2_5_PRO__T07_R01_C01_A03.judgment.json
T07_R01_C02,ok,13558,953,14511,1,MIMO_V2_5_PRO__T07_R01_C02.judgment.json
T07_R01_C02_A01,ok,16207,1200,17407,1,MIMO_V2_5_PRO__T07_R01_C02_A01.judgment.json
T07_R01_C02_A02,ok,10649,850,11499,1,MIMO_V2_5_PRO__T07_R01_C02_A02.judgment.json
T07_R01_C02_A03,ok,11084,845,11929,1,MIMO_V2_5_PRO__T07_R01_C02_A03.judgment.json
T07_R01_C03,ok,4263,1051,5314,1,MIMO_V2_5_PRO__T07_R01_C03.judgment.json
T07_R01_C03_A01,ok,6338,895,7233,1,MIMO_V2_5_PRO__T07_R01_C03_A01.judgment.json
T07_R01_C03_A02,ok,4286,1181,5467,1,MIMO_V2_5_PRO__T07_R01_C03_A02.judgment.json
T07_R01_C03_A03,ok,5147,1194,6341,1,MIMO_V2_5_PRO__T07_R01_C03_A03.judgment.json
T07_R02_C01,ok,6870,696,7566,1,MIMO_V2_5_PRO__T07_R02_C01.judgment.json
T07_R02_C01_A01,ok,3006,1648,4654,1,MIMO_V2_5_PRO__T07_R02_C01_A01.judgment.json
T07_R02_C01_A02,ok,5045,2539,7584,1,MIMO_V2_5_PRO__T07_R02_C01_A02.judgment.json
T07_R02_C01_A03,ok,4980,1063,6043,1,MIMO_V2_5_PRO__T07_R02_C01_A03.judgment.json
T07_R02_C02,ok,4343,1211,5554,1,MIMO_V2_5_PRO__T07_R02_C02.judgment.json
T07_R02_C02_A01,ok,5913,1344,7257,1,MIMO_V2_5_PRO__T07_R02_C02_A01.judgment.json
T07_R02_C02_A02,ok,5983,885,6868,1,MIMO_V2_5_PRO__T07_R02_C02_A02.judgment.json
T07_R02_C02_A03,ok,5275,1075,6350,1,MIMO_V2_5_PRO__T07_R02_C02_A03.judgment.json
T07_R02_C03,ok,2348,914,3262,1,MIMO_V2_5_PRO__T07_R02_C03.judgment.json
T07_R02_C03_A01,ok,2908,1309,4217,1,MIMO_V2_5_PRO__T07_R02_C03_A01.judgment.json
T07_R02_C03_A02,ok,3156,1385,4541,1,MIMO_V2_5_PRO__T07_R02_C03_A02.judgment.json
T07_R02_C03_A03,ok,2582,1039,3621,1,MIMO_V2_5_PRO__T07_R02_C03_A03.judgment.json
T08_R01_C01,ok,10699,1300,11999,1,MIMO_V2_5_PRO__T08_R01_C01.judgment.json
T08_R01_C01_A01,ok,20112,585,20697,1,MIMO_V2_5_PRO__T08_R01_C01_A01.judgment.json
T08_R01_C01_A02,ok,5237,859,6096,1,MIMO_V2_5_PRO__T08_R01_C01_A02.judgment.json
T08_R01_C01_A03,ok,5275,1045,6320,1,MIMO_V2_5_PRO__T08_R01_C01_A03.judgment.json
T08_R01_C02,ok,9330,1110,10440,1,MIMO_V2_5_PRO__T08_R01_C02.judgment.json
T08_R01_C02_A01,ok,19181,2049,21230,1,MIMO_V2_5_PRO__T08_R01_C02_A01.judgment.json
T08_R01_C02_A02,ok,10993,836,11829,1,MIMO_V2_5_PRO__T08_R01_C02_A02.judgment.json
T08_R01_C02_A03,ok,18441,667,19108,1,MIMO_V2_5_PRO__T08_R01_C02_A03.judgment.json
T08_R01_C03,ok,4564,1214,5778,1,MIMO_V2_5_PRO__T08_R01_C03.judgment.json
T08_R01_C03_A01,ok,5112,1446,6558,1,MIMO_V2_5_PRO__T08_R01_C03_A01.judgment.json
T08_R01_C03_A02,ok,6325,910,7235,1,MIMO_V2_5_PRO__T08_R01_C03_A02.judgment.json
T08_R01_C03_A03,ok,5091,842,5933,1,MIMO_V2_5_PRO__T08_R01_C03_A03.judgment.json
T08_R02_C01,ok,3164,1975,5139,1,MIMO_V2_5_PRO__T08_R02_C01.judgment.json
T08_R02_C01_A01,ok,5049,1285,6334,1,MIMO_V2_5_PRO__T08_R02_C01_A01.judgment.json
T08_R02_C01_A02,ok,3377,1086,4463,1,MIMO_V2_5_PRO__T08_R02_C01_A02.judgment.json
T08_R02_C01_A03,ok,3620,731,4351,1,MIMO_V2_5_PRO__T08_R02_C01_A03.judgment.json
T08_R02_C02,ok,3970,891,4861,1,MIMO_V2_5_PRO__T08_R02_C02.judgment.json
T08_R02_C02_A01,ok,4546,1062,5608,1,MIMO_V2_5_PRO__T08_R02_C02_A01.judgment.json
T08_R02_C02_A02,ok,10120,1669,11789,1,MIMO_V2_5_PRO__T08_R02_C02_A02.judgment.json
T08_R02_C02_A03,ok,6735,2141,8876,1,MIMO_V2_5_PRO__T08_R02_C02_A03.judgment.json
T08_R02_C03,ok,6615,866,7481,1,MIMO_V2_5_PRO__T08_R02_C03.judgment.json
T08_R02_C03_A01,ok,5293,877,6170,1,MIMO_V2_5_PRO__T08_R02_C03_A01.judgment.json
T08_R02_C03_A02,ok,5067,1184,6251,1,MIMO_V2_5_PRO__T08_R02_C03_A02.judgment.json
T08_R02_C03_A03,ok,5063,1025,6088,1,MIMO_V2_5_PRO__T08_R02_C03_A03.judgment.json
T09_R01_C01,ok,5562,1102,6664,1,MIMO_V2_5_PRO__T09_R01_C01.judgment.json
T09_R01_C01_A01,ok,7294,2917,10211,1,MIMO_V2_5_PRO__T09_R01_C01_A01.judgment.json
T09_R01_C01_A02,ok,7936,985,8921,1,MIMO_V2_5_PRO__T09_R01_C01_A02.judgment.json
T09_R01_C01_A03,ok,5372,1185,6557,1,MIMO_V2_5_PRO__T09_R01_C01_A03.judgment.json
T09_R01_C02,ok,5857,1476,7333,1,MIMO_V2_5_PRO__T09_R01_C02.judgment.json
T09_R01_C02_A01,ok,9136,987,10123,1,MIMO_V2_5_PRO__T09_R01_C02_A01.judgment.json
T09_R01_C02_A02,ok,8782,913,9695,1,MIMO_V2_5_PRO__T09_R01_C02_A02.judgment.json
T09_R01_C02_A03,ok,7971,1639,9610,1,MIMO_V2_5_PRO__T09_R01_C02_A03.judgment.json
T09_R01_C03,ok,4367,1194,5561,1,MIMO_V2_5_PRO__T09_R01_C03.judgment.json
T09_R01_C03_A01,ok,6735,1234,7969,1,MIMO_V2_5_PRO__T09_R01_C03_A01.judgment.json
T09_R01_C03_A02,ok,7965,667,8632,1,MIMO_V2_5_PRO__T09_R01_C03_A02.judgment.json
T09_R01_C03_A03,ok,9481,1499,10980,1,MIMO_V2_5_PRO__T09_R01_C03_A03.judgment.json
T09_R02_C01,ok,9390,863,10253,1,MIMO_V2_5_PRO__T09_R02_C01.judgment.json
T09_R02_C01_A01,ok,8364,1622,9986,1,MIMO_V2_5_PRO__T09_R02_C01_A01.judgment.json
T09_R02_C01_A02,ok,8905,1116,10021,1,MIMO_V2_5_PRO__T09_R02_C01_A02.judgment.json
T09_R02_C01_A03,ok,8949,859,9808,1,MIMO_V2_5_PRO__T09_R02_C01_A03.judgment.json
T09_R02_C02,ok,12474,1281,13755,1,MIMO_V2_5_PRO__T09_R02_C02.judgment.json
T09_R02_C02_A01,ok,36042,2229,38271,1,MIMO_V2_5_PRO__T09_R02_C02_A01.judgment.json
T09_R02_C02_A02,ok,7462,939,8401,1,MIMO_V2_5_PRO__T09_R02_C02_A02.judgment.json
T09_R02_C02_A03,ok,16500,1953,18453,1,MIMO_V2_5_PRO__T09_R02_C02_A03.judgment.json
T09_R02_C03,ok,31867,1376,33243,1,MIMO_V2_5_PRO__T09_R02_C03.judgment.json
T09_R02_C03_A01,ok,3466,1472,4938,1,MIMO_V2_5_PRO__T09_R02_C03_A01.judgment.json
T09_R02_C03_A02,ok,25695,1401,27096,1,MIMO_V2_5_PRO__T09_R02_C03_A02.judgment.json
T09_R02_C03_A03,ok,19364,1742,21106,1,MIMO_V2_5_PRO__T09_R02_C03_A03.judgment.json
T10_R01_C01,ok,5072,1192,6264,1,MIMO_V2_5_PRO__T10_R01_C01.judgment.json
T10_R01_C01_A01,ok,7976,2877,10853,1,MIMO_V2_5_PRO__T10_R01_C01_A01.judgment.json
T10_R01_C01_A02,ok,5562,1286,6848,1,MIMO_V2_5_PRO__T10_R01_C01_A02.judgment.json
T10_R01_C01_A03,ok,9355,1058,10413,1,MIMO_V2_5_PRO__T10_R01_C01_A03.judgment.json
T10_R01_C02,ok,10657,1173,11830,1,MIMO_V2_5_PRO__T10_R01_C02.judgment.json
T10_R01_C02_A01,ok,11207,688,11895,1,MIMO_V2_5_PRO__T10_R01_C02_A01.judgment.json
T10_R01_C02_A02,ok,14008,1288,15296,1,MIMO_V2_5_PRO__T10_R01_C02_A02.judgment.json
T10_R01_C02_A03,ok,8124,1602,9726,1,MIMO_V2_5_PRO__T10_R01_C02_A03.judgment.json
T10_R01_C03,ok,8715,1496,10211,1,MIMO_V2_5_PRO__T10_R01_C03.judgment.json
T10_R01_C03_A01,ok,9711,1522,11233,1,MIMO_V2_5_PRO__T10_R01_C03_A01.judgment.json
T10_R01_C03_A02,ok,8551,1126,9677,1,MIMO_V2_5_PRO__T10_R01_C03_A02.judgment.json
T10_R01_C03_A03,ok,6447,1336,7783,1,MIMO_V2_5_PRO__T10_R01_C03_A03.judgment.json
T10_R02_C01,ok,12939,1006,13945,1,MIMO_V2_5_PRO__T10_R02_C01.judgment.json
T10_R02_C01_A01,ok,23985,869,24854,1,MIMO_V2_5_PRO__T10_R02_C01_A01.judgment.json
T10_R02_C01_A02,ok,13864,999,14863,1,MIMO_V2_5_PRO__T10_R02_C01_A02.judgment.json
T10_R02_C01_A03,ok,13312,1271,14583,1,MIMO_V2_5_PRO__T10_R02_C01_A03.judgment.json
T10_R02_C02,ok,18849,1811,20660,1,MIMO_V2_5_PRO__T10_R02_C02.judgment.json
T10_R02_C02_A01,ok,18644,2611,21255,1,MIMO_V2_5_PRO__T10_R02_C02_A01.judgment.json
T10_R02_C02_A02,ok,44014,1428,45442,1,MIMO_V2_5_PRO__T10_R02_C02_A02.judgment.json
T10_R02_C02_A03,ok,21029,1722,22751,1,MIMO_V2_5_PRO__T10_R02_C02_A03.judgment.json
T10_R02_C03,ok,41319,1641,42960,1,MIMO_V2_5_PRO__T10_R02_C03.judgment.json
T10_R02_C03_A01,ok,8592,1309,9901,1,MIMO_V2_5_PRO__T10_R02_C03_A01.judgment.json
T10_R02_C03_A02,ok,31565,1826,33391,1,MIMO_V2_5_PRO__T10_R02_C03_A02.judgment.json
T10_R02_C03_A03,ok,27833,1617,29450,1,MIMO_V2_5_PRO__T10_R02_C03_A03.judgment.json
T11_R01_C01,ok,5629,1028,6657,1,MIMO_V2_5_PRO__T11_R01_C01.judgment.json
T11_R01_C01_A01,ok,7535,890,8425,1,MIMO_V2_5_PRO__T11_R01_C01_A01.judgment.json
T11_R01_C01_A02,ok,7154,1117,8271,1,MIMO_V2_5_PRO__T11_R01_C01_A02.judgment.json
T11_R01_C01_A03,ok,12274,1123,13397,1,MIMO_V2_5_PRO__T11_R01_C01_A03.judgment.json
T11_R01_C02,ok,6333,1653,7986,1,MIMO_V2_5_PRO__T11_R01_C02.judgment.json
T11_R01_C02_A01,ok,7324,1335,8659,1,MIMO_V2_5_PRO__T11_R01_C02_A01.judgment.json
T11_R01_C02_A02,ok,7712,1679,9391,1,MIMO_V2_5_PRO__T11_R01_C02_A02.judgment.json
T11_R01_C02_A03,ok,12121,2012,14133,1,MIMO_V2_5_PRO__T11_R01_C02_A03.judgment.json
