task_id,status,input_tokens,output_tokens,total_tokens,calls,judgment_file
T02_R01_C01_A01,ok,15994,1347,17341,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C01_A01.judgment.json
T02_R01_C01_A02,ok,11703,803,12506,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C01_A02.judgment.json
T02_R01_C01_A03,ok,15532,781,16313,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C01_A03.judgment.json
T02_R01_C02,ok,19147,578,19725,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C02.judgment.json
T02_R01_C02_A01,ok,18944,593,19537,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C02_A01.judgment.json
T02_R01_C02_A02,ok,18929,1907,20836,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C02_A02.judgment.json
T02_R01_C02_A03,ok,17486,1976,19462,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C02_A03.judgment.json
T02_R01_C03,ok,9074,1539,10613,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C03.judgment.json
T02_R01_C03_A01,ok,13348,823,14171,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C03_A01.judgment.json
T02_R01_C03_A02,ok,7999,1503,9502,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C03_A02.judgment.json
T02_R01_C03_A03,ok,12474,1217,13691,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R01_C03_A03.judgment.json
T02_R02_C01,ok,10676,964,11640,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C01.judgment.json
T02_R02_C01_A01,ok,13683,1018,14701,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C01_A01.judgment.json
T02_R02_C01_A02,ok,6827,725,7552,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C01_A02.judgment.json
T02_R02_C01_A03,ok,11581,822,12403,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C01_A03.judgment.json
T02_R02_C02,ok,12722,1012,13734,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C02.judgment.json
T02_R02_C02_A01,ok,11885,1020,12905,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C02_A01.judgment.json
T02_R02_C02_A02,ok,13337,2268,15605,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C02_A02.judgment.json
T02_R02_C02_A03,ok,9597,1175,10772,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C02_A03.judgment.json
T02_R02_C03,ok,6722,1234,7956,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C03.judgment.json
T02_R02_C03_A01,ok,6882,949,7831,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C03_A01.judgment.json
T02_R02_C03_A02,ok,5734,742,6476,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C03_A02.judgment.json
T02_R02_C03_A03,ok,5411,786,6197,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T02_R02_C03_A03.judgment.json
T03_R01_C01,ok,15158,601,15759,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C01.judgment.json
T03_R01_C01_A01,ok,11887,686,12573,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C01_A01.judgment.json
T03_R01_C01_A02,ok,7996,1122,9118,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C01_A02.judgment.json
T03_R01_C01_A03,ok,16375,526,16901,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C01_A03.judgment.json
T03_R01_C02,ok,47224,461,47685,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C02.judgment.json
T03_R01_C02_A01,ok,51525,739,52264,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C02_A01.judgment.json
T03_R01_C02_A02,ok,51545,2015,53560,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C02_A02.judgment.json
T03_R01_C02_A03,ok,54780,690,55470,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C02_A03.judgment.json
T03_R01_C03,ok,23456,880,24336,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C03.judgment.json
T03_R01_C03_A01,ok,38924,1080,40004,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C03_A01.judgment.json
T03_R01_C03_A02,ok,30071,929,31000,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C03_A02.judgment.json
T03_R01_C03_A03,ok,36093,463,36556,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R01_C03_A03.judgment.json
T03_R02_C01,ok,13963,1222,15185,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C01.judgment.json
T03_R02_C01_A01,ok,15336,792,16128,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C01_A01.judgment.json
T03_R02_C01_A02,ok,14345,828,15173,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C01_A02.judgment.json
T03_R02_C01_A03,ok,21887,940,22827,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C01_A03.judgment.json
T03_R02_C02,ok,22350,554,22904,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C02.judgment.json
T03_R02_C02_A01,ok,14933,748,15681,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C02_A01.judgment.json
T03_R02_C02_A02,ok,9363,1477,10840,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C02_A02.judgment.json
T03_R02_C02_A03,ok,9416,2382,11798,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C02_A03.judgment.json
T03_R02_C03,ok,8374,736,9110,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C03.judgment.json
T03_R02_C03_A01,ok,9719,902,10621,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C03_A01.judgment.json
T03_R02_C03_A02,ok,10162,840,11002,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C03_A02.judgment.json
T03_R02_C03_A03,ok,9020,844,9864,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T03_R02_C03_A03.judgment.json
T04_R01_C01,ok,5435,1239,6674,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C01.judgment.json
T04_R01_C01_A01,ok,10107,841,10948,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C01_A01.judgment.json
T04_R01_C01_A02,ok,7641,846,8487,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C01_A02.judgment.json
T04_R01_C01_A03,ok,6280,793,7073,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C01_A03.judgment.json
T04_R01_C02,ok,9313,757,10070,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C02.judgment.json
T04_R01_C02_A01,ok,10139,776,10915,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C02_A01.judgment.json
T04_R01_C02_A02,ok,12994,1577,14571,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C02_A02.judgment.json
T04_R01_C02_A03,ok,12727,1136,13863,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C02_A03.judgment.json
T04_R01_C03,ok,6963,850,7813,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C03.judgment.json
T04_R01_C03_A01,ok,10459,1002,11461,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C03_A01.judgment.json
T04_R01_C03_A02,ok,5896,915,6811,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C03_A02.judgment.json
T04_R01_C03_A03,ok,9655,1037,10692,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R01_C03_A03.judgment.json
T04_R02_C01,ok,10339,967,11306,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C01.judgment.json
T04_R02_C01_A01,ok,7599,1152,8751,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C01_A01.judgment.json
T04_R02_C01_A02,ok,9112,855,9967,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C01_A02.judgment.json
T04_R02_C01_A03,ok,8533,809,9342,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C01_A03.judgment.json
T04_R02_C02,ok,10927,887,11814,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C02.judgment.json
T04_R02_C02_A01,ok,9772,1067,10839,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C02_A01.judgment.json
T04_R02_C02_A02,ok,12873,730,13603,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C02_A02.judgment.json
T04_R02_C02_A03,ok,13842,1028,14870,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C02_A03.judgment.json
T04_R02_C03,ok,13068,1205,14273,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C03.judgment.json
T04_R02_C03_A01,ok,7341,728,8069,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C03_A01.judgment.json
T04_R02_C03_A02,ok,9591,1422,11013,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C03_A02.judgment.json
T04_R02_C03_A03,ok,9909,958,10867,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T04_R02_C03_A03.judgment.json
T05_R01_C01,ok,23826,904,24730,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C01.judgment.json
T05_R01_C01_A01,ok,25909,2664,28573,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C01_A01.judgment.json
T05_R01_C01_A02,ok,24310,804,25114,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C01_A02.judgment.json
T05_R01_C01_A03,ok,15572,733,16305,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C01_A03.judgment.json
T05_R01_C02,ok,32364,733,33097,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C02.judgment.json
T05_R01_C02_A01,ok,33670,813,34483,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C02_A01.judgment.json
T05_R01_C02_A02,ok,34817,632,35449,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C02_A02.judgment.json
T05_R01_C02_A03,ok,30385,2003,32388,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C02_A03.judgment.json
T05_R01_C03,ok,4724,1261,5985,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C03.judgment.json
T05_R01_C03_A01,ok,4350,1739,6089,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C03_A01.judgment.json
T05_R01_C03_A02,ok,5300,1043,6343,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C03_A02.judgment.json
T05_R01_C03_A03,ok,4997,1356,6353,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R01_C03_A03.judgment.json
T05_R02_C01,ok,15013,1110,16123,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C01.judgment.json
T05_R02_C01_A01,ok,6023,1110,7133,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C01_A01.judgment.json
T05_R02_C01_A02,ok,19378,957,20335,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C01_A02.judgment.json
T05_R02_C01_A03,ok,6961,673,7634,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C01_A03.judgment.json
T05_R02_C02,ok,3238,1216,4454,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C02.judgment.json
T05_R02_C02_A01,ok,3661,1743,5404,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C02_A01.judgment.json
T05_R02_C02_A02,ok,4516,1220,5736,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C02_A02.judgment.json
T05_R02_C02_A03,ok,4278,710,4988,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C02_A03.judgment.json
T05_R02_C03,ok,5469,468,5937,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C03.judgment.json
T05_R02_C03_A01,ok,8476,763,9239,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C03_A01.judgment.json
T05_R02_C03_A02,ok,11125,816,11941,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C03_A02.judgment.json
T05_R02_C03_A03,ok,45441,896,46337,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T05_R02_C03_A03.judgment.json
T06_R01_C01,ok,11249,1684,12933,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C01.judgment.json
T06_R01_C01_A01,ok,12424,1951,14375,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C01_A01.judgment.json
T06_R01_C01_A02,ok,14956,1700,16656,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C01_A02.judgment.json
T06_R01_C01_A03,ok,14332,504,14836,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C01_A03.judgment.json
T06_R01_C02,ok,26704,709,27413,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C02.judgment.json
T06_R01_C02_A01,ok,47152,665,47817,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C02_A01.judgment.json
T06_R01_C02_A02,ok,32621,794,33415,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C02_A02.judgment.json
T06_R01_C02_A03,ok,30166,625,30791,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C02_A03.judgment.json
T06_R01_C03,ok,12455,559,13014,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C03.judgment.json
T06_R01_C03_A01,ok,8888,1067,9955,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C03_A01.judgment.json
T06_R01_C03_A02,ok,11274,1470,12744,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C03_A02.judgment.json
T06_R01_C03_A03,ok,11742,1011,12753,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R01_C03_A03.judgment.json
T06_R02_C01,ok,4306,1112,5418,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C01.judgment.json
T06_R02_C01_A01,ok,4245,1321,5566,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C01_A01.judgment.json
T06_R02_C01_A02,ok,4880,1207,6087,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C01_A02.judgment.json
T06_R02_C01_A03,ok,3347,809,4156,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C01_A03.judgment.json
T06_R02_C02,ok,5954,1722,7676,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C02.judgment.json
T06_R02_C02_A01,ok,7211,1453,8664,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C02_A01.judgment.json
T06_R02_C02_A02,ok,10598,970,11568,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C02_A02.judgment.json
T06_R02_C02_A03,ok,6137,762,6899,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C02_A03.judgment.json
T06_R02_C03,ok,36144,745,36889,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C03.judgment.json
T06_R02_C03_A01,ok,6555,2454,9009,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C03_A01.judgment.json
T06_R02_C03_A02,ok,215601,683,216284,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C03_A02.judgment.json
T06_R02_C03_A03,ok,15947,498,16445,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T06_R02_C03_A03.judgment.json
T07_R01_C01,ok,10603,699,11302,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C01.judgment.json
T07_R01_C01_A01,ok,13495,763,14258,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C01_A01.judgment.json
T07_R01_C01_A02,ok,9857,611,10468,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C01_A02.judgment.json
T07_R01_C01_A03,ok,11290,829,12119,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C01_A03.judgment.json
T07_R01_C02,ok,14150,1242,15392,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C02.judgment.json
T07_R01_C02_A01,ok,15021,531,15552,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C02_A01.judgment.json
T07_R01_C02_A02,ok,12971,647,13618,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C02_A02.judgment.json
T07_R01_C02_A03,ok,11580,1117,12697,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C02_A03.judgment.json
T07_R01_C03,ok,4384,919,5303,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C03.judgment.json
T07_R01_C03_A01,ok,4469,1067,5536,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C03_A01.judgment.json
T07_R01_C03_A02,ok,4436,1779,6215,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C03_A02.judgment.json
T07_R01_C03_A03,ok,4670,1233,5903,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R01_C03_A03.judgment.json
T07_R02_C01,ok,2535,1775,4310,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C01.judgment.json
T07_R02_C01_A01,ok,5000,1758,6758,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C01_A01.judgment.json
T07_R02_C01_A02,ok,2905,1839,4744,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C01_A02.judgment.json
T07_R02_C01_A03,ok,2931,3102,6033,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C01_A03.judgment.json
T07_R02_C02,ok,5079,1049,6128,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C02.judgment.json
T07_R02_C02_A01,ok,5746,809,6555,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C02_A01.judgment.json
T07_R02_C02_A02,ok,5222,927,6149,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C02_A02.judgment.json
T07_R02_C02_A03,ok,5481,1132,6613,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C02_A03.judgment.json
T07_R02_C03,ok,2645,932,3577,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C03.judgment.json
T07_R02_C03_A01,ok,3039,869,3908,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C03_A01.judgment.json
T07_R02_C03_A02,ok,2613,1000,3613,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C03_A02.judgment.json
T07_R02_C03_A03,ok,3123,619,3742,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T07_R02_C03_A03.judgment.json
T08_R01_C01,ok,18479,824,19303,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C01.judgment.json
T08_R01_C01_A01,ok,11318,802,12120,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C01_A01.judgment.json
T08_R01_C01_A02,ok,11224,797,12021,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C01_A02.judgment.json
T08_R01_C01_A03,ok,20235,1397,21632,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C01_A03.judgment.json
T08_R01_C02,ok,9284,968,10252,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C02.judgment.json
T08_R01_C02_A01,ok,19059,1724,20783,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C02_A01.judgment.json
T08_R01_C02_A02,ok,10973,973,11946,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C02_A02.judgment.json
T08_R01_C02_A03,ok,9815,877,10692,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C02_A03.judgment.json
T08_R01_C03,ok,5094,1130,6224,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C03.judgment.json
T08_R01_C03_A01,ok,5288,1019,6307,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C03_A01.judgment.json
T08_R01_C03_A02,ok,5123,1334,6457,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C03_A02.judgment.json
T08_R01_C03_A03,ok,5227,612,5839,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R01_C03_A03.judgment.json
T08_R02_C01,ok,3252,998,4250,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C01.judgment.json
T08_R02_C01_A01,ok,5025,1363,6388,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C01_A01.judgment.json
T08_R02_C01_A02,ok,4787,1610,6397,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C01_A02.judgment.json
T08_R02_C01_A03,ok,4798,610,5408,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C01_A03.judgment.json
T08_R02_C02,ok,6701,1053,7754,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C02.judgment.json
T08_R02_C02_A01,ok,4229,1170,5399,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C02_A01.judgment.json
T08_R02_C02_A02,ok,5105,545,5650,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C02_A02.judgment.json
T08_R02_C02_A03,ok,3989,1804,5793,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C02_A03.judgment.json
T08_R02_C03,ok,6542,855,7397,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C03.judgment.json
T08_R02_C03_A01,ok,5056,1374,6430,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C03_A01.judgment.json
T08_R02_C03_A02,ok,5234,864,6098,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C03_A02.judgment.json
T08_R02_C03_A03,ok,5668,616,6284,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T08_R02_C03_A03.judgment.json
T09_R01_C01,ok,5299,600,5899,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C01.judgment.json
T09_R01_C01_A01,ok,6615,996,7611,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C01_A01.judgment.json
T09_R01_C01_A02,ok,7752,927,8679,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C01_A02.judgment.json
T09_R01_C01_A03,ok,9149,1731,10880,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C01_A03.judgment.json
T09_R01_C02,ok,6099,1390,7489,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C02.judgment.json
T09_R01_C02_A01,ok,9262,658,9920,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C02_A01.judgment.json
T09_R01_C02_A02,ok,9387,1367,10754,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C02_A02.judgment.json
T09_R01_C02_A03,ok,8352,1339,9691,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C02_A03.judgment.json
T09_R01_C03,ok,6956,692,7648,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C03.judgment.json
T09_R01_C03_A01,ok,8938,1478,10416,1,MIMO_V2_5_PRO_PROMPT_DEFENSE__T09_R01_C03_A01.judgment.json
