task_id,status,input_tokens,output_tokens,total_tokens,calls,judgment_file
T02_R01_C03_A02,ok,15574,1075,16649,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R01_C03_A02.judgment.json
T02_R01_C03_A03,ok,14100,922,15022,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R01_C03_A03.judgment.json
T02_R02_C01,ok,18041,573,18614,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C01.judgment.json
T02_R02_C01_A01,ok,15324,802,16126,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C01_A01.judgment.json
T02_R02_C01_A02,ok,11899,788,12687,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C01_A02.judgment.json
T02_R02_C01_A03,ok,17619,1077,18696,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C01_A03.judgment.json
T02_R02_C02,ok,11204,806,12010,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C02.judgment.json
T02_R02_C02_A01,ok,10480,671,11151,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C02_A01.judgment.json
T02_R02_C02_A02,ok,9432,1028,10460,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C02_A02.judgment.json
T02_R02_C02_A03,ok,16200,892,17092,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C02_A03.judgment.json
T02_R02_C03,ok,14713,1047,15760,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C03.judgment.json
T02_R02_C03_A01,ok,9007,1264,10271,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C03_A01.judgment.json
T02_R02_C03_A02,ok,11364,713,12077,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C03_A02.judgment.json
T02_R02_C03_A03,ok,10645,1038,11683,1,MIMO_V2_5_PRO_MARK_DEFENSE__T02_R02_C03_A03.judgment.json
T03_R01_C01,ok,18439,1400,19839,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C01.judgment.json
T03_R01_C01_A01,ok,30127,631,30758,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C01_A01.judgment.json
T03_R01_C01_A02,ok,18182,740,18922,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C01_A02.judgment.json
T03_R01_C01_A03,ok,17800,649,18449,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C01_A03.judgment.json
T03_R01_C02,ok,50925,477,51402,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C02.judgment.json
T03_R01_C02_A01,ok,50885,689,51574,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C02_A01.judgment.json
T03_R01_C02_A02,ok,67705,4098,71803,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C02_A02.judgment.json
T03_R01_C02_A03,ok,64044,1025,65069,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C02_A03.judgment.json
T03_R01_C03,ok,38067,1158,39225,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C03.judgment.json
T03_R01_C03_A01,ok,21119,678,21797,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C03_A01.judgment.json
T03_R01_C03_A02,ok,33918,951,34869,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C03_A02.judgment.json
T03_R01_C03_A03,ok,37099,822,37921,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R01_C03_A03.judgment.json
T03_R02_C01,ok,38502,921,39423,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C01.judgment.json
T03_R02_C01_A01,ok,16446,1659,18105,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C01_A01.judgment.json
T03_R02_C01_A02,ok,23857,699,24556,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C01_A02.judgment.json
T03_R02_C01_A03,ok,19616,1361,20977,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C01_A03.judgment.json
T03_R02_C02,ok,12515,494,13009,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C02.judgment.json
T03_R02_C02_A01,ok,22532,737,23269,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C02_A01.judgment.json
T03_R02_C02_A02,ok,19176,866,20042,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C02_A02.judgment.json
T03_R02_C02_A03,ok,12466,1009,13475,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C02_A03.judgment.json
T03_R02_C03,ok,17612,919,18531,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C03.judgment.json
T03_R02_C03_A01,ok,13760,924,14684,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C03_A01.judgment.json
T03_R02_C03_A02,ok,11996,1347,13343,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C03_A02.judgment.json
T03_R02_C03_A03,ok,15097,1638,16735,1,MIMO_V2_5_PRO_MARK_DEFENSE__T03_R02_C03_A03.judgment.json
T04_R01_C01,ok,14991,618,15609,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C01.judgment.json
T04_R01_C01_A01,ok,15742,772,16514,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C01_A01.judgment.json
T04_R01_C01_A02,ok,9508,1221,10729,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C01_A02.judgment.json
T04_R01_C01_A03,ok,9783,1015,10798,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C01_A03.judgment.json
T04_R01_C02,ok,17164,978,18142,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C02.judgment.json
T04_R01_C02_A01,ok,17758,654,18412,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C02_A01.judgment.json
T04_R01_C02_A02,ok,17255,1232,18487,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C02_A02.judgment.json
T04_R01_C02_A03,ok,12285,974,13259,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C02_A03.judgment.json
T04_R01_C03,ok,14643,744,15387,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C03.judgment.json
T04_R01_C03_A01,ok,14748,737,15485,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C03_A01.judgment.json
T04_R01_C03_A02,ok,8770,814,9584,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C03_A02.judgment.json
T04_R01_C03_A03,ok,9378,1604,10982,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R01_C03_A03.judgment.json
T04_R02_C01,ok,11883,878,12761,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C01.judgment.json
T04_R02_C01_A01,ok,9566,995,10561,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C01_A01.judgment.json
T04_R02_C01_A02,ok,9733,773,10506,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C01_A02.judgment.json
T04_R02_C01_A03,ok,12551,1007,13558,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C01_A03.judgment.json
T04_R02_C02,ok,16267,949,17216,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C02.judgment.json
T04_R02_C02_A01,ok,12404,886,13290,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C02_A01.judgment.json
T04_R02_C02_A02,ok,17769,1082,18851,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C02_A02.judgment.json
T04_R02_C02_A03,ok,16078,1125,17203,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C02_A03.judgment.json
T04_R02_C03,ok,11732,1586,13318,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C03.judgment.json
T04_R02_C03_A01,ok,9646,806,10452,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C03_A01.judgment.json
T04_R02_C03_A02,ok,16864,720,17584,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C03_A02.judgment.json
T04_R02_C03_A03,ok,12925,1064,13989,1,MIMO_V2_5_PRO_MARK_DEFENSE__T04_R02_C03_A03.judgment.json
T05_R01_C01,ok,24682,713,25395,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C01.judgment.json
T05_R01_C01_A01,ok,29558,1945,31503,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C01_A01.judgment.json
T05_R01_C01_A02,ok,28136,645,28781,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C01_A02.judgment.json
T05_R01_C01_A03,ok,26858,752,27610,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C01_A03.judgment.json
T05_R01_C02,ok,26699,715,27414,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C02.judgment.json
T05_R01_C02_A01,ok,32470,758,33228,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C02_A01.judgment.json
T05_R01_C02_A02,ok,35945,608,36553,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C02_A02.judgment.json
T05_R01_C02_A03,ok,35218,450,35668,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C02_A03.judgment.json
T05_R01_C03,ok,7086,1257,8343,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C03.judgment.json
T05_R01_C03_A01,ok,7357,1564,8921,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C03_A01.judgment.json
T05_R01_C03_A02,ok,10639,1332,11971,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C03_A02.judgment.json
T05_R01_C03_A03,ok,6972,1141,8113,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R01_C03_A03.judgment.json
T05_R02_C01,ok,16376,1829,18205,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C01.judgment.json
T05_R02_C01_A01,ok,9927,818,10745,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C01_A01.judgment.json
T05_R02_C01_A02,ok,19417,713,20130,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C01_A02.judgment.json
T05_R02_C01_A03,ok,12071,775,12846,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C01_A03.judgment.json
T05_R02_C02,ok,3944,1080,5024,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C02.judgment.json
T05_R02_C02_A01,ok,4468,694,5162,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C02_A01.judgment.json
T05_R02_C02_A02,ok,6596,920,7516,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C02_A02.judgment.json
T05_R02_C02_A03,ok,3859,2355,6214,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C02_A03.judgment.json
T05_R02_C03,ok,11763,1063,12826,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C03.judgment.json
T05_R02_C03_A01,ok,9978,1012,10990,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C03_A01.judgment.json
T05_R02_C03_A02,ok,13070,561,13631,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C03_A02.judgment.json
T05_R02_C03_A03,ok,10150,462,10612,1,MIMO_V2_5_PRO_MARK_DEFENSE__T05_R02_C03_A03.judgment.json
T06_R01_C01,ok,15775,1072,16847,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C01.judgment.json
T06_R01_C01_A01,ok,17961,1675,19636,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C01_A01.judgment.json
T06_R01_C01_A02,ok,18426,521,18947,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C01_A02.judgment.json
T06_R01_C01_A03,ok,11767,1392,13159,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C01_A03.judgment.json
T06_R01_C02,ok,22180,736,22916,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C02.judgment.json
T06_R01_C02_A01,ok,28741,670,29411,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C02_A01.judgment.json
T06_R01_C02_A02,ok,28557,991,29548,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C02_A02.judgment.json
T06_R01_C02_A03,ok,25963,1227,27190,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C02_A03.judgment.json
T06_R01_C03,ok,11854,1130,12984,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C03.judgment.json
T06_R01_C03_A01,ok,21851,1813,23664,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C03_A01.judgment.json
T06_R01_C03_A02,ok,19915,725,20640,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C03_A02.judgment.json
T06_R01_C03_A03,ok,17282,1894,19176,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R01_C03_A03.judgment.json
T06_R02_C01,ok,4382,1312,5694,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C01.judgment.json
T06_R02_C01_A01,ok,4301,1460,5761,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C01_A01.judgment.json
T06_R02_C01_A02,ok,4585,627,5212,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C01_A02.judgment.json
T06_R02_C01_A03,ok,4783,1074,5857,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C01_A03.judgment.json
T06_R02_C02,ok,6593,928,7521,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C02.judgment.json
T06_R02_C02_A01,ok,12545,1083,13628,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C02_A01.judgment.json
T06_R02_C02_A02,ok,9568,1126,10694,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C02_A02.judgment.json
T06_R02_C02_A03,ok,9053,845,9898,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C02_A03.judgment.json
T06_R02_C03,ok,13816,1290,15106,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C03.judgment.json
T06_R02_C03_A01,ok,19842,830,20672,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C03_A01.judgment.json
T06_R02_C03_A02,ok,43188,971,44159,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C03_A02.judgment.json
T06_R02_C03_A03,ok,13154,1062,14216,1,MIMO_V2_5_PRO_MARK_DEFENSE__T06_R02_C03_A03.judgment.json
T07_R01_C01,ok,53028,1099,54127,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C01.judgment.json
T07_R01_C01_A01,ok,14771,1564,16335,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C01_A01.judgment.json
T07_R01_C01_A02,ok,13239,743,13982,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C01_A02.judgment.json
T07_R01_C01_A03,ok,13989,1091,15080,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C01_A03.judgment.json
T07_R01_C02,ok,16538,466,17004,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C02.judgment.json
T07_R01_C02_A01,ok,12164,1762,13926,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C02_A01.judgment.json
T07_R01_C02_A02,ok,19171,1280,20451,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C02_A02.judgment.json
T07_R01_C02_A03,ok,20310,425,20735,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C02_A03.judgment.json
T07_R01_C03,ok,6124,907,7031,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C03.judgment.json
T07_R01_C03_A01,ok,6385,1103,7488,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C03_A01.judgment.json
T07_R01_C03_A02,ok,5865,541,6406,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C03_A02.judgment.json
T07_R01_C03_A03,ok,6793,594,7387,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R01_C03_A03.judgment.json
T07_R02_C01,ok,372104,486,372590,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C01.judgment.json
T07_R02_C01_A01,ok,117005,2158,119163,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C01_A01.judgment.json
T07_R02_C01_A02,ok,119187,1014,120201,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C01_A02.judgment.json
T07_R02_C01_A03,ok,378090,398,378488,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C01_A03.judgment.json
T07_R02_C02,ok,5310,1324,6634,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C02.judgment.json
T07_R02_C02_A01,ok,5790,1124,6914,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C02_A01.judgment.json
T07_R02_C02_A02,ok,5783,1073,6856,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C02_A02.judgment.json
T07_R02_C02_A03,ok,5994,1198,7192,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C02_A03.judgment.json
T07_R02_C03,ok,2792,1443,4235,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C03.judgment.json
T07_R02_C03_A01,ok,3956,1210,5166,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C03_A01.judgment.json
T07_R02_C03_A02,ok,5500,734,6234,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C03_A02.judgment.json
T07_R02_C03_A03,ok,3205,872,4077,1,MIMO_V2_5_PRO_MARK_DEFENSE__T07_R02_C03_A03.judgment.json
T08_R01_C01,ok,11984,576,12560,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C01.judgment.json
T08_R01_C01_A01,ok,6701,857,7558,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C01_A01.judgment.json
T08_R01_C01_A02,ok,21992,647,22639,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C01_A02.judgment.json
T08_R01_C01_A03,ok,14103,655,14758,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C01_A03.judgment.json
T08_R01_C02,ok,18952,1371,20323,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C02.judgment.json
T08_R01_C02_A01,ok,11639,866,12505,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C02_A01.judgment.json
T08_R01_C02_A02,ok,21218,1481,22699,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C02_A02.judgment.json
T08_R01_C02_A03,ok,20567,492,21059,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C02_A03.judgment.json
T08_R01_C03,ok,6409,550,6959,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C03.judgment.json
T08_R01_C03_A01,ok,6555,1205,7760,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C03_A01.judgment.json
T08_R01_C03_A02,ok,27066,699,27765,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C03_A02.judgment.json
T08_R01_C03_A03,ok,7626,1135,8761,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R01_C03_A03.judgment.json
T08_R02_C01,ok,6135,788,6923,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C01.judgment.json
T08_R02_C01_A01,ok,6408,500,6908,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C01_A01.judgment.json
T08_R02_C01_A02,ok,13288,1049,14337,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C01_A02.judgment.json
T08_R02_C01_A03,ok,6485,1358,7843,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C01_A03.judgment.json
T08_R02_C02,ok,21373,688,22061,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C02.judgment.json
T08_R02_C02_A01,ok,4802,900,5702,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C02_A01.judgment.json
T08_R02_C02_A02,ok,8897,428,9325,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C02_A02.judgment.json
T08_R02_C02_A03,ok,7334,1752,9086,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C02_A03.judgment.json
T08_R02_C03,ok,6366,1329,7695,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C03.judgment.json
T08_R02_C03_A01,ok,7383,1242,8625,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C03_A01.judgment.json
T08_R02_C03_A02,ok,17428,1205,18633,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C03_A02.judgment.json
T08_R02_C03_A03,ok,7335,1094,8429,1,MIMO_V2_5_PRO_MARK_DEFENSE__T08_R02_C03_A03.judgment.json
T09_R01_C01,ok,7820,1123,8943,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C01.judgment.json
T09_R01_C01_A01,ok,8325,943,9268,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C01_A01.judgment.json
T09_R01_C01_A02,ok,12350,801,13151,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C01_A02.judgment.json
T09_R01_C01_A03,ok,8876,1477,10353,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C01_A03.judgment.json
T09_R01_C02,ok,9651,729,10380,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C02.judgment.json
T09_R01_C02_A01,ok,12887,941,13828,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C02_A01.judgment.json
T09_R01_C02_A02,ok,14103,742,14845,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C02_A02.judgment.json
T09_R01_C02_A03,ok,13780,868,14648,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C02_A03.judgment.json
T09_R01_C03,ok,6473,1268,7741,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C03.judgment.json
T09_R01_C03_A01,ok,13226,968,14194,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C03_A01.judgment.json
T09_R01_C03_A02,ok,10372,2420,12792,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C03_A02.judgment.json
T09_R01_C03_A03,ok,9612,1548,11160,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R01_C03_A03.judgment.json
T09_R02_C01,ok,8954,1150,10104,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R02_C01.judgment.json
T09_R02_C01_A01,ok,9231,772,10003,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R02_C01_A01.judgment.json
T09_R02_C01_A02,ok,8011,889,8900,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R02_C01_A02.judgment.json
T09_R02_C01_A03,ok,11953,850,12803,1,MIMO_V2_5_PRO_MARK_DEFENSE__T09_R02_C01_A03.judgment.json
