task_id,status,input_tokens,output_tokens,total_tokens,calls,judgment_file
T01_R02_C02_A02,ok,16782,846,17628,1,MIMO_V2_5_PRO__T01_R02_C02_A02.judgment.json
T01_R02_C02_A03,ok,19366,967,20333,1,MIMO_V2_5_PRO__T01_R02_C02_A03.judgment.json
T01_R02_C03,ok,9128,673,9801,1,MIMO_V2_5_PRO__T01_R02_C03.judgment.json
T01_R02_C03_A01,ok,13208,621,13829,1,MIMO_V2_5_PRO__T01_R02_C03_A01.judgment.json
T01_R02_C03_A02,ok,14314,797,15111,1,MIMO_V2_5_PRO__T01_R02_C03_A02.judgment.json
T01_R02_C03_A03,ok,9150,984,10134,1,MIMO_V2_5_PRO__T01_R02_C03_A03.judgment.json
T02_R01_C01,ok,9715,651,10366,1,MIMO_V2_5_PRO__T02_R01_C01.judgment.json
T02_R01_C01_A01,ok,11461,812,12273,1,MIMO_V2_5_PRO__T02_R01_C01_A01.judgment.json
T02_R01_C01_A02,ok,10067,736,10803,1,MIMO_V2_5_PRO__T02_R01_C01_A02.judgment.json
T02_R01_C01_A03,ok,9522,664,10186,1,MIMO_V2_5_PRO__T02_R01_C01_A03.judgment.json
T02_R01_C02,ok,20081,600,20681,1,MIMO_V2_5_PRO__T02_R01_C02.judgment.json
T02_R01_C02_A01,ok,13274,791,14065,1,MIMO_V2_5_PRO__T02_R01_C02_A01.judgment.json
T02_R01_C02_A02,ok,15683,651,16334,1,MIMO_V2_5_PRO__T02_R01_C02_A02.judgment.json
T02_R01_C02_A03,ok,17305,829,18134,1,MIMO_V2_5_PRO__T02_R01_C02_A03.judgment.json
T02_R01_C03,ok,9865,593,10458,1,MIMO_V2_5_PRO__T02_R01_C03.judgment.json
T02_R01_C03_A01,ok,10417,1085,11502,1,MIMO_V2_5_PRO__T02_R01_C03_A01.judgment.json
T02_R01_C03_A02,ok,10460,909,11369,1,MIMO_V2_5_PRO__T02_R01_C03_A02.judgment.json
T02_R01_C03_A03,ok,9837,659,10496,1,MIMO_V2_5_PRO__T02_R01_C03_A03.judgment.json
T02_R02_C01,ok,8813,634,9447,1,MIMO_V2_5_PRO__T02_R02_C01.judgment.json
T02_R02_C01_A01,ok,6857,649,7506,1,MIMO_V2_5_PRO__T02_R02_C01_A01.judgment.json
T02_R02_C01_A02,ok,7208,564,7772,1,MIMO_V2_5_PRO__T02_R02_C01_A02.judgment.json
T02_R02_C01_A03,ok,9972,666,10638,1,MIMO_V2_5_PRO__T02_R02_C01_A03.judgment.json
T02_R02_C02,ok,11977,544,12521,1,MIMO_V2_5_PRO__T02_R02_C02.judgment.json
T02_R02_C02_A01,ok,6965,716,7681,1,MIMO_V2_5_PRO__T02_R02_C02_A01.judgment.json
T02_R02_C02_A02,ok,10528,1095,11623,1,MIMO_V2_5_PRO__T02_R02_C02_A02.judgment.json
T02_R02_C02_A03,ok,11162,753,11915,1,MIMO_V2_5_PRO__T02_R02_C02_A03.judgment.json
T02_R02_C03,ok,6982,429,7411,1,MIMO_V2_5_PRO__T02_R02_C03.judgment.json
T02_R02_C03_A01,ok,6625,721,7346,1,MIMO_V2_5_PRO__T02_R02_C03_A01.judgment.json
T02_R02_C03_A02,ok,6773,578,7351,1,MIMO_V2_5_PRO__T02_R02_C03_A02.judgment.json
T02_R02_C03_A03,ok,11039,723,11762,1,MIMO_V2_5_PRO__T02_R02_C03_A03.judgment.json
T03_R01_C01,ok,14487,796,15283,1,MIMO_V2_5_PRO__T03_R01_C01.judgment.json
T03_R01_C01_A01,ok,11483,586,12069,1,MIMO_V2_5_PRO__T03_R01_C01_A01.judgment.json
T03_R01_C01_A02,ok,16342,664,17006,1,MIMO_V2_5_PRO__T03_R01_C01_A02.judgment.json
T03_R01_C01_A03,ok,15101,633,15734,1,MIMO_V2_5_PRO__T03_R01_C01_A03.judgment.json
T03_R01_C02,ok,24431,533,24964,1,MIMO_V2_5_PRO__T03_R01_C02.judgment.json
T03_R01_C02_A01,ok,46835,735,47570,1,MIMO_V2_5_PRO__T03_R01_C02_A01.judgment.json
T03_R01_C02_A02,ok,41463,814,42277,1,MIMO_V2_5_PRO__T03_R01_C02_A02.judgment.json
T03_R01_C02_A03,ok,23637,774,24411,1,MIMO_V2_5_PRO__T03_R01_C02_A03.judgment.json
T03_R01_C03,ok,15694,742,16436,1,MIMO_V2_5_PRO__T03_R01_C03.judgment.json
T03_R01_C03_A01,ok,13671,650,14321,1,MIMO_V2_5_PRO__T03_R01_C03_A01.judgment.json
T03_R01_C03_A02,ok,13469,740,14209,1,MIMO_V2_5_PRO__T03_R01_C03_A02.judgment.json
T03_R01_C03_A03,ok,14062,912,14974,1,MIMO_V2_5_PRO__T03_R01_C03_A03.judgment.json
T03_R02_C01,ok,15993,501,16494,1,MIMO_V2_5_PRO__T03_R02_C01.judgment.json
T03_R02_C01_A01,ok,11857,797,12654,1,MIMO_V2_5_PRO__T03_R02_C01_A01.judgment.json
T03_R02_C01_A02,ok,10491,730,11221,1,MIMO_V2_5_PRO__T03_R02_C01_A02.judgment.json
T03_R02_C01_A03,ok,9937,654,10591,1,MIMO_V2_5_PRO__T03_R02_C01_A03.judgment.json
T03_R02_C02,ok,13103,1005,14108,1,MIMO_V2_5_PRO__T03_R02_C02.judgment.json
T03_R02_C02_A01,ok,10062,631,10693,1,MIMO_V2_5_PRO__T03_R02_C02_A01.judgment.json
T03_R02_C02_A02,ok,10146,685,10831,1,MIMO_V2_5_PRO__T03_R02_C02_A02.judgment.json
T03_R02_C02_A03,ok,10066,968,11034,1,MIMO_V2_5_PRO__T03_R02_C02_A03.judgment.json
T03_R02_C03,ok,10425,564,10989,1,MIMO_V2_5_PRO__T03_R02_C03.judgment.json
T03_R02_C03_A01,ok,9620,759,10379,1,MIMO_V2_5_PRO__T03_R02_C03_A01.judgment.json
T03_R02_C03_A02,ok,15909,697,16606,1,MIMO_V2_5_PRO__T03_R02_C03_A02.judgment.json
T03_R02_C03_A03,ok,7529,674,8203,1,MIMO_V2_5_PRO__T03_R02_C03_A03.judgment.json
T04_R01_C01,ok,4502,522,5024,1,MIMO_V2_5_PRO__T04_R01_C01.judgment.json
T04_R01_C01_A01,ok,9097,491,9588,1,MIMO_V2_5_PRO__T04_R01_C01_A01.judgment.json
T04_R01_C01_A02,ok,9325,610,9935,1,MIMO_V2_5_PRO__T04_R01_C01_A02.judgment.json
T04_R01_C01_A03,ok,7726,617,8343,1,MIMO_V2_5_PRO__T04_R01_C01_A03.judgment.json
T04_R01_C02,ok,12655,656,13311,1,MIMO_V2_5_PRO__T04_R01_C02.judgment.json
T04_R01_C02_A01,ok,9472,775,10247,1,MIMO_V2_5_PRO__T04_R01_C02_A01.judgment.json
T04_R01_C02_A02,ok,7753,672,8425,1,MIMO_V2_5_PRO__T04_R01_C02_A02.judgment.json
T04_R01_C02_A03,ok,11204,770,11974,1,MIMO_V2_5_PRO__T04_R01_C02_A03.judgment.json
T04_R01_C03,ok,8100,469,8569,1,MIMO_V2_5_PRO__T04_R01_C03.judgment.json
T04_R01_C03_A01,ok,3636,563,4199,1,MIMO_V2_5_PRO__T04_R01_C03_A01.judgment.json
T04_R01_C03_A02,ok,4949,612,5561,1,MIMO_V2_5_PRO__T04_R01_C03_A02.judgment.json
T04_R01_C03_A03,ok,3241,704,3945,1,MIMO_V2_5_PRO__T04_R01_C03_A03.judgment.json
T04_R02_C01,ok,7112,571,7683,1,MIMO_V2_5_PRO__T04_R02_C01.judgment.json
T04_R02_C01_A01,ok,6755,559,7314,1,MIMO_V2_5_PRO__T04_R02_C01_A01.judgment.json
T04_R02_C01_A02,ok,5781,685,6466,1,MIMO_V2_5_PRO__T04_R02_C01_A02.judgment.json
T04_R02_C01_A03,ok,9020,566,9586,1,MIMO_V2_5_PRO__T04_R02_C01_A03.judgment.json
T04_R02_C02,ok,11663,592,12255,1,MIMO_V2_5_PRO__T04_R02_C02.judgment.json
T04_R02_C02_A01,ok,11717,729,12446,1,MIMO_V2_5_PRO__T04_R02_C02_A01.judgment.json
T04_R02_C02_A02,ok,14882,919,15801,1,MIMO_V2_5_PRO__T04_R02_C02_A02.judgment.json
T04_R02_C02_A03,ok,9651,806,10457,1,MIMO_V2_5_PRO__T04_R02_C02_A03.judgment.json
T04_R02_C03,ok,7822,673,8495,1,MIMO_V2_5_PRO__T04_R02_C03.judgment.json
T04_R02_C03_A01,ok,9327,671,9998,1,MIMO_V2_5_PRO__T04_R02_C03_A01.judgment.json
T04_R02_C03_A02,ok,5860,682,6542,1,MIMO_V2_5_PRO__T04_R02_C03_A02.judgment.json
T04_R02_C03_A03,ok,4183,597,4780,1,MIMO_V2_5_PRO__T04_R02_C03_A03.judgment.json
T05_R01_C01,ok,19860,789,20649,1,MIMO_V2_5_PRO__T05_R01_C01.judgment.json
T05_R01_C01_A01,ok,19811,1414,21225,1,MIMO_V2_5_PRO__T05_R01_C01_A01.judgment.json
T05_R01_C01_A02,ok,21494,694,22188,1,MIMO_V2_5_PRO__T05_R01_C01_A02.judgment.json
T05_R01_C01_A03,ok,19761,660,20421,1,MIMO_V2_5_PRO__T05_R01_C01_A03.judgment.json
T05_R01_C02,ok,29245,673,29918,1,MIMO_V2_5_PRO__T05_R01_C02.judgment.json
T05_R01_C02_A01,ok,27799,611,28410,1,MIMO_V2_5_PRO__T05_R01_C02_A01.judgment.json
T05_R01_C02_A02,ok,18870,565,19435,1,MIMO_V2_5_PRO__T05_R01_C02_A02.judgment.json
T05_R01_C02_A03,ok,44261,467,44728,1,MIMO_V2_5_PRO__T05_R01_C02_A03.judgment.json
T05_R01_C03,ok,4851,693,5544,1,MIMO_V2_5_PRO__T05_R01_C03.judgment.json
T05_R01_C03_A01,ok,5283,799,6082,1,MIMO_V2_5_PRO__T05_R01_C03_A01.judgment.json
T05_R01_C03_A02,ok,5584,740,6324,1,MIMO_V2_5_PRO__T05_R01_C03_A02.judgment.json
T05_R01_C03_A03,ok,5166,645,5811,1,MIMO_V2_5_PRO__T05_R01_C03_A03.judgment.json
T05_R02_C01,ok,3233,677,3910,1,MIMO_V2_5_PRO__T05_R02_C01.judgment.json
T05_R02_C01_A01,ok,5304,797,6101,1,MIMO_V2_5_PRO__T05_R02_C01_A01.judgment.json
T05_R02_C01_A02,ok,25496,493,25989,1,MIMO_V2_5_PRO__T05_R02_C01_A02.judgment.json
T05_R02_C01_A03,ok,7407,554,7961,1,MIMO_V2_5_PRO__T05_R02_C01_A03.judgment.json
T05_R02_C02,ok,3016,765,3781,1,MIMO_V2_5_PRO__T05_R02_C02.judgment.json
T05_R02_C02_A01,ok,3197,639,3836,1,MIMO_V2_5_PRO__T05_R02_C02_A01.judgment.json
T05_R02_C02_A02,ok,4014,682,4696,1,MIMO_V2_5_PRO__T05_R02_C02_A02.judgment.json
T05_R02_C02_A03,ok,2635,738,3373,1,MIMO_V2_5_PRO__T05_R02_C02_A03.judgment.json
T05_R02_C03,ok,8437,653,9090,1,MIMO_V2_5_PRO__T05_R02_C03.judgment.json
T05_R02_C03_A01,ok,12254,749,13003,1,MIMO_V2_5_PRO__T05_R02_C03_A01.judgment.json
T05_R02_C03_A02,ok,8930,835,9765,1,MIMO_V2_5_PRO__T05_R02_C03_A02.judgment.json
T05_R02_C03_A03,ok,7167,680,7847,1,MIMO_V2_5_PRO__T05_R02_C03_A03.judgment.json
T06_R01_C01,ok,8174,803,8977,1,MIMO_V2_5_PRO__T06_R01_C01.judgment.json
T06_R01_C01_A01,ok,10589,631,11220,1,MIMO_V2_5_PRO__T06_R01_C01_A01.judgment.json
T06_R01_C01_A02,ok,5347,747,6094,1,MIMO_V2_5_PRO__T06_R01_C01_A02.judgment.json
T06_R01_C01_A03,ok,11615,747,12362,1,MIMO_V2_5_PRO__T06_R01_C01_A03.judgment.json
T06_R01_C02,ok,23318,879,24197,1,MIMO_V2_5_PRO__T06_R01_C02.judgment.json
T06_R01_C02_A01,ok,28840,888,29728,1,MIMO_V2_5_PRO__T06_R01_C02_A01.judgment.json
T06_R01_C02_A02,ok,17384,669,18053,1,MIMO_V2_5_PRO__T06_R01_C02_A02.judgment.json
T06_R01_C02_A03,ok,29247,484,29731,1,MIMO_V2_5_PRO__T06_R01_C02_A03.judgment.json
T06_R01_C03,ok,8640,757,9397,1,MIMO_V2_5_PRO__T06_R01_C03.judgment.json
T06_R01_C03_A01,ok,7751,799,8550,1,MIMO_V2_5_PRO__T06_R01_C03_A01.judgment.json
T06_R01_C03_A02,ok,11697,628,12325,1,MIMO_V2_5_PRO__T06_R01_C03_A02.judgment.json
T06_R01_C03_A03,ok,9496,946,10442,1,MIMO_V2_5_PRO__T06_R01_C03_A03.judgment.json
T06_R02_C01,ok,3354,615,3969,1,MIMO_V2_5_PRO__T06_R02_C01.judgment.json
T06_R02_C01_A01,ok,3373,766,4139,1,MIMO_V2_5_PRO__T06_R02_C01_A01.judgment.json
T06_R02_C01_A02,ok,3392,526,3918,1,MIMO_V2_5_PRO__T06_R02_C01_A02.judgment.json
T06_R02_C01_A03,ok,3496,607,4103,1,MIMO_V2_5_PRO__T06_R02_C01_A03.judgment.json
T06_R02_C02,ok,7218,635,7853,1,MIMO_V2_5_PRO__T06_R02_C02.judgment.json
T06_R02_C02_A01,ok,3858,595,4453,1,MIMO_V2_5_PRO__T06_R02_C02_A01.judgment.json
T06_R02_C02_A02,ok,5223,701,5924,1,MIMO_V2_5_PRO__T06_R02_C02_A02.judgment.json
T06_R02_C02_A03,ok,5734,778,6512,1,MIMO_V2_5_PRO__T06_R02_C02_A03.judgment.json
T06_R02_C03,ok,6610,733,7343,1,MIMO_V2_5_PRO__T06_R02_C03.judgment.json
T06_R02_C03_A01,ok,4446,808,5254,1,MIMO_V2_5_PRO__T06_R02_C03_A01.judgment.json
T06_R02_C03_A02,ok,7920,652,8572,1,MIMO_V2_5_PRO__T06_R02_C03_A02.judgment.json
T06_R02_C03_A03,ok,14829,751,15580,1,MIMO_V2_5_PRO__T06_R02_C03_A03.judgment.json
T07_R01_C01,ok,5110,719,5829,1,MIMO_V2_5_PRO__T07_R01_C01.judgment.json
T07_R01_C01_A01,ok,8207,575,8782,1,MIMO_V2_5_PRO__T07_R01_C01_A01.judgment.json
T07_R01_C01_A02,ok,8296,594,8890,1,MIMO_V2_5_PRO__T07_R01_C01_A02.judgment.json
T07_R01_C01_A03,ok,10201,595,10796,1,MIMO_V2_5_PRO__T07_R01_C01_A03.judgment.json
T07_R01_C02,ok,11339,665,12004,1,MIMO_V2_5_PRO__T07_R01_C02.judgment.json
T07_R01_C02_A01,ok,14218,713,14931,1,MIMO_V2_5_PRO__T07_R01_C02_A01.judgment.json
T07_R01_C02_A02,ok,9320,610,9930,1,MIMO_V2_5_PRO__T07_R01_C02_A02.judgment.json
T07_R01_C02_A03,ok,9346,687,10033,1,MIMO_V2_5_PRO__T07_R01_C02_A03.judgment.json
T07_R01_C03,ok,3525,609,4134,1,MIMO_V2_5_PRO__T07_R01_C03.judgment.json
T07_R01_C03_A01,ok,5849,629,6478,1,MIMO_V2_5_PRO__T07_R01_C03_A01.judgment.json
T07_R01_C03_A02,ok,3571,752,4323,1,MIMO_V2_5_PRO__T07_R01_C03_A02.judgment.json
T07_R01_C03_A03,ok,4635,745,5380,1,MIMO_V2_5_PRO__T07_R01_C03_A03.judgment.json
T07_R02_C01,ok,5542,572,6114,1,MIMO_V2_5_PRO__T07_R02_C01.judgment.json
T07_R02_C01_A01,ok,2537,615,3152,1,MIMO_V2_5_PRO__T07_R02_C01_A01.judgment.json
T07_R02_C01_A02,ok,3877,657,4534,1,MIMO_V2_5_PRO__T07_R02_C01_A02.judgment.json
T07_R02_C01_A03,ok,3834,630,4464,1,MIMO_V2_5_PRO__T07_R02_C01_A03.judgment.json
T07_R02_C02,ok,3734,604,4338,1,MIMO_V2_5_PRO__T07_R02_C02.judgment.json
T07_R02_C02_A01,ok,5286,762,6048,1,MIMO_V2_5_PRO__T07_R02_C02_A01.judgment.json
T07_R02_C02_A02,ok,5425,767,6192,1,MIMO_V2_5_PRO__T07_R02_C02_A02.judgment.json
T07_R02_C02_A03,ok,4682,574,5256,1,MIMO_V2_5_PRO__T07_R02_C02_A03.judgment.json
T07_R02_C03,ok,1719,568,2287,1,MIMO_V2_5_PRO__T07_R02_C03.judgment.json
T07_R02_C03_A01,ok,2283,577,2860,1,MIMO_V2_5_PRO__T07_R02_C03_A01.judgment.json
T07_R02_C03_A02,ok,2967,694,3661,1,MIMO_V2_5_PRO__T07_R02_C03_A02.judgment.json
T07_R02_C03_A03,ok,1997,720,2717,1,MIMO_V2_5_PRO__T07_R02_C03_A03.judgment.json
T08_R01_C01,ok,9107,603,9710,1,MIMO_V2_5_PRO__T08_R01_C01.judgment.json
T08_R01_C01_A01,ok,16188,570,16758,1,MIMO_V2_5_PRO__T08_R01_C01_A01.judgment.json
T08_R01_C01_A02,ok,4887,631,5518,1,MIMO_V2_5_PRO__T08_R01_C01_A02.judgment.json
T08_R01_C01_A03,ok,4919,823,5742,1,MIMO_V2_5_PRO__T08_R01_C01_A03.judgment.json
T08_R01_C02,ok,7312,665,7977,1,MIMO_V2_5_PRO__T08_R01_C02.judgment.json
T08_R01_C02_A01,ok,15407,1131,16538,1,MIMO_V2_5_PRO__T08_R01_C02_A01.judgment.json
T08_R01_C02_A02,ok,8849,677,9526,1,MIMO_V2_5_PRO__T08_R01_C02_A02.judgment.json
T08_R01_C02_A03,ok,15074,587,15661,1,MIMO_V2_5_PRO__T08_R01_C02_A03.judgment.json
T08_R01_C03,ok,4353,609,4962,1,MIMO_V2_5_PRO__T08_R01_C03.judgment.json
T08_R01_C03_A01,ok,4646,686,5332,1,MIMO_V2_5_PRO__T08_R01_C03_A01.judgment.json
T08_R01_C03_A02,ok,5925,603,6528,1,MIMO_V2_5_PRO__T08_R01_C03_A02.judgment.json
T08_R01_C03_A03,ok,4357,604,4961,1,MIMO_V2_5_PRO__T08_R01_C03_A03.judgment.json
T08_R02_C01,ok,2631,632,3263,1,MIMO_V2_5_PRO__T08_R02_C01.judgment.json
T08_R02_C01_A01,ok,4483,547,5030,1,MIMO_V2_5_PRO__T08_R02_C01_A01.judgment.json
T08_R02_C01_A02,ok,2824,597,3421,1,MIMO_V2_5_PRO__T08_R02_C01_A02.judgment.json
T08_R02_C01_A03,ok,3086,563,3649,1,MIMO_V2_5_PRO__T08_R02_C01_A03.judgment.json
T08_R02_C02,ok,3207,640,3847,1,MIMO_V2_5_PRO__T08_R02_C02.judgment.json
T08_R02_C02_A01,ok,3689,649,4338,1,MIMO_V2_5_PRO__T08_R02_C02_A01.judgment.json
T08_R02_C02_A02,ok,8558,550,9108,1,MIMO_V2_5_PRO__T08_R02_C02_A02.judgment.json
T08_R02_C02_A03,ok,5753,654,6407,1,MIMO_V2_5_PRO__T08_R02_C02_A03.judgment.json
T08_R02_C03,ok,5878,647,6525,1,MIMO_V2_5_PRO__T08_R02_C03.judgment.json
T08_R02_C03_A01,ok,4501,678,5179,1,MIMO_V2_5_PRO__T08_R02_C03_A01.judgment.json
T08_R02_C03_A02,ok,4292,571,4863,1,MIMO_V2_5_PRO__T08_R02_C03_A02.judgment.json
T08_R02_C03_A03,ok,4627,729,5356,1,MIMO_V2_5_PRO__T08_R02_C03_A03.judgment.json
T09_R01_C01,ok,4590,589,5179,1,MIMO_V2_5_PRO__T09_R01_C01.judgment.json
T09_R01_C01_A01,ok,6135,836,6971,1,MIMO_V2_5_PRO__T09_R01_C01_A01.judgment.json
T09_R01_C01_A02,ok,6834,668,7502,1,MIMO_V2_5_PRO__T09_R01_C01_A02.judgment.json
T09_R01_C01_A03,ok,4393,640,5033,1,MIMO_V2_5_PRO__T09_R01_C01_A03.judgment.json
T09_R01_C02,ok,5185,411,5596,1,MIMO_V2_5_PRO__T09_R01_C02.judgment.json
T09_R01_C02_A01,ok,8266,631,8897,1,MIMO_V2_5_PRO__T09_R01_C02_A01.judgment.json
T09_R01_C02_A02,ok,7971,708,8679,1,MIMO_V2_5_PRO__T09_R01_C02_A02.judgment.json
T09_R01_C02_A03,ok,7129,811,7940,1,MIMO_V2_5_PRO__T09_R01_C02_A03.judgment.json
T09_R01_C03,ok,3530,641,4171,1,MIMO_V2_5_PRO__T09_R01_C03.judgment.json
T09_R01_C03_A01,ok,5749,676,6425,1,MIMO_V2_5_PRO__T09_R01_C03_A01.judgment.json
T09_R01_C03_A02,ok,6684,750,7434,1,MIMO_V2_5_PRO__T09_R01_C03_A02.judgment.json
T09_R01_C03_A03,ok,8474,819,9293,1,MIMO_V2_5_PRO__T09_R01_C03_A03.judgment.json
T09_R02_C01,ok,8067,798,8865,1,MIMO_V2_5_PRO__T09_R02_C01.judgment.json
T09_R02_C01_A01,ok,6929,715,7644,1,MIMO_V2_5_PRO__T09_R02_C01_A01.judgment.json
T09_R02_C01_A02,ok,6955,674,7629,1,MIMO_V2_5_PRO__T09_R02_C01_A02.judgment.json
T09_R02_C01_A03,ok,7257,656,7913,1,MIMO_V2_5_PRO__T09_R02_C01_A03.judgment.json
T09_R02_C02,ok,11700,623,12323,1,MIMO_V2_5_PRO__T09_R02_C02.judgment.json
T09_R02_C02_A01,ok,34967,896,35863,1,MIMO_V2_5_PRO__T09_R02_C02_A01.judgment.json
T09_R02_C02_A02,ok,6730,853,7583,1,MIMO_V2_5_PRO__T09_R02_C02_A02.judgment.json
T09_R02_C02_A03,ok,15588,788,16376,1,MIMO_V2_5_PRO__T09_R02_C02_A03.judgment.json
T09_R02_C03,ok,30603,791,31394,1,MIMO_V2_5_PRO__T09_R02_C03.judgment.json
T09_R02_C03_A01,ok,3015,1014,4029,1,MIMO_V2_5_PRO__T09_R02_C03_A01.judgment.json
T09_R02_C03_A02,ok,24175,772,24947,1,MIMO_V2_5_PRO__T09_R02_C03_A02.judgment.json
T09_R02_C03_A03,ok,17462,920,18382,1,MIMO_V2_5_PRO__T09_R02_C03_A03.judgment.json
T10_R01_C01,ok,3870,527,4397,1,MIMO_V2_5_PRO__T10_R01_C01.judgment.json
T10_R01_C01_A01,ok,6293,741,7034,1,MIMO_V2_5_PRO__T10_R01_C01_A01.judgment.json
T10_R01_C01_A02,ok,4621,874,5495,1,MIMO_V2_5_PRO__T10_R01_C01_A02.judgment.json
T10_R01_C01_A03,ok,7249,628,7877,1,MIMO_V2_5_PRO__T10_R01_C01_A03.judgment.json
T10_R01_C02,ok,9246,509,9755,1,MIMO_V2_5_PRO__T10_R01_C02.judgment.json
T10_R01_C02_A01,ok,10338,716,11054,1,MIMO_V2_5_PRO__T10_R01_C02_A01.judgment.json
T10_R01_C02_A02,ok,12417,1138,13555,1,MIMO_V2_5_PRO__T10_R01_C02_A02.judgment.json
T10_R01_C02_A03,ok,7416,624,8040,1,MIMO_V2_5_PRO__T10_R01_C02_A03.judgment.json
T10_R01_C03,ok,7147,585,7732,1,MIMO_V2_5_PRO__T10_R01_C03.judgment.json
T10_R01_C03_A01,ok,8560,1006,9566,1,MIMO_V2_5_PRO__T10_R01_C03_A01.judgment.json
T10_R01_C03_A02,ok,7550,465,8015,1,MIMO_V2_5_PRO__T10_R01_C03_A02.judgment.json
T10_R01_C03_A03,ok,5698,908,6606,1,MIMO_V2_5_PRO__T10_R01_C03_A03.judgment.json
T10_R02_C01,ok,10806,683,11489,1,MIMO_V2_5_PRO__T10_R02_C01.judgment.json
T10_R02_C01_A01,ok,21745,772,22517,1,MIMO_V2_5_PRO__T10_R02_C01_A01.judgment.json
T10_R02_C01_A02,ok,10986,644,11630,1,MIMO_V2_5_PRO__T10_R02_C01_A02.judgment.json
T10_R02_C01_A03,ok,11216,769,11985,1,MIMO_V2_5_PRO__T10_R02_C01_A03.judgment.json
T10_R02_C02,ok,18441,748,19189,1,MIMO_V2_5_PRO__T10_R02_C02.judgment.json
T10_R02_C02_A01,ok,18632,852,19484,1,MIMO_V2_5_PRO__T10_R02_C02_A01.judgment.json
T10_R02_C02_A02,ok,42054,805,42859,1,MIMO_V2_5_PRO__T10_R02_C02_A02.judgment.json
T10_R02_C02_A03,ok,20399,777,21176,1,MIMO_V2_5_PRO__T10_R02_C02_A03.judgment.json
T10_R02_C03,ok,39821,599,40420,1,MIMO_V2_5_PRO__T10_R02_C03.judgment.json
T10_R02_C03_A01,ok,6792,1010,7802,1,MIMO_V2_5_PRO__T10_R02_C03_A01.judgment.json
T10_R02_C03_A02,ok,29514,737,30251,1,MIMO_V2_5_PRO__T10_R02_C03_A02.judgment.json
T10_R02_C03_A03,ok,26056,625,26681,1,MIMO_V2_5_PRO__T10_R02_C03_A03.judgment.json
T11_R01_C01,ok,4328,539,4867,1,MIMO_V2_5_PRO__T11_R01_C01.judgment.json
T11_R01_C01_A01,ok,6069,658,6727,1,MIMO_V2_5_PRO__T11_R01_C01_A01.judgment.json
T11_R01_C01_A02,ok,5656,585,6241,1,MIMO_V2_5_PRO__T11_R01_C01_A02.judgment.json
T11_R01_C01_A03,ok,9826,710,10536,1,MIMO_V2_5_PRO__T11_R01_C01_A03.judgment.json
T11_R01_C02,ok,5072,728,5800,1,MIMO_V2_5_PRO__T11_R01_C02.judgment.json
T11_R01_C02_A01,ok,6079,586,6665,1,MIMO_V2_5_PRO__T11_R01_C02_A01.judgment.json
T11_R01_C02_A02,ok,6361,725,7086,1,MIMO_V2_5_PRO__T11_R01_C02_A02.judgment.json
T11_R01_C02_A03,ok,9683,786,10469,1,MIMO_V2_5_PRO__T11_R01_C02_A03.judgment.json
T11_R01_C03,ok,5214,832,6046,1,MIMO_V2_5_PRO__T11_R01_C03.judgment.json
T11_R01_C03_A01,ok,7072,895,7967,1,MIMO_V2_5_PRO__T11_R01_C03_A01.judgment.json
