task_id,status,input_tokens,output_tokens,total_tokens,calls,judgment_file
T02_R02_C03,ok,11203,941,12144,1,MIMO_V2_5__T02_R02_C03.judgment.json
T02_R02_C03_A01,ok,7436,1120,8556,1,MIMO_V2_5__T02_R02_C03_A01.judgment.json
T02_R02_C03_A02,ok,5708,1197,6905,1,MIMO_V2_5__T02_R02_C03_A02.judgment.json
T02_R02_C03_A03,ok,5885,973,6858,1,MIMO_V2_5__T02_R02_C03_A03.judgment.json
T03_R01_C01,ok,13675,560,14235,1,MIMO_V2_5__T03_R01_C01.judgment.json
T03_R01_C01_A01,ok,21411,644,22055,1,MIMO_V2_5__T03_R01_C01_A01.judgment.json
T03_R01_C01_A02,ok,11787,895,12682,1,MIMO_V2_5__T03_R01_C01_A02.judgment.json
T03_R01_C01_A03,ok,13353,1059,14412,1,MIMO_V2_5__T03_R01_C01_A03.judgment.json
T03_R01_C02,ok,31009,468,31477,1,MIMO_V2_5__T03_R01_C02.judgment.json
T03_R01_C02_A01,ok,51124,733,51857,1,MIMO_V2_5__T03_R01_C02_A01.judgment.json
T03_R01_C02_A02,ok,34436,1989,36425,1,MIMO_V2_5__T03_R01_C02_A02.judgment.json
T03_R01_C02_A03,ok,33708,1024,34732,1,MIMO_V2_5__T03_R01_C02_A03.judgment.json
T03_R01_C03,ok,10610,1043,11653,1,MIMO_V2_5__T03_R01_C03.judgment.json
T03_R01_C03_A01,ok,14292,566,14858,1,MIMO_V2_5__T03_R01_C03_A01.judgment.json
T03_R01_C03_A02,ok,10081,844,10925,1,MIMO_V2_5__T03_R01_C03_A02.judgment.json
T03_R01_C03_A03,ok,11718,1067,12785,1,MIMO_V2_5__T03_R01_C03_A03.judgment.json
T03_R02_C01,ok,9011,852,9863,1,MIMO_V2_5__T03_R02_C01.judgment.json
T03_R02_C01_A01,ok,30746,1283,32029,1,MIMO_V2_5__T03_R02_C01_A01.judgment.json
T03_R02_C01_A02,ok,8279,558,8837,1,MIMO_V2_5__T03_R02_C01_A02.judgment.json
T03_R02_C01_A03,ok,30351,756,31107,1,MIMO_V2_5__T03_R02_C01_A03.judgment.json
T03_R02_C02,ok,20697,883,21580,1,MIMO_V2_5__T03_R02_C02.judgment.json
T03_R02_C02_A01,ok,35625,596,36221,1,MIMO_V2_5__T03_R02_C02_A01.judgment.json
T03_R02_C02_A02,ok,10392,1159,11551,1,MIMO_V2_5__T03_R02_C02_A02.judgment.json
T03_R02_C02_A03,ok,32275,1027,33302,1,MIMO_V2_5__T03_R02_C02_A03.judgment.json
T03_R02_C03,ok,8600,989,9589,1,MIMO_V2_5__T03_R02_C03.judgment.json
T03_R02_C03_A01,ok,18846,774,19620,1,MIMO_V2_5__T03_R02_C03_A01.judgment.json
T03_R02_C03_A02,ok,7457,758,8215,1,MIMO_V2_5__T03_R02_C03_A02.judgment.json
T03_R02_C03_A03,ok,8002,909,8911,1,MIMO_V2_5__T03_R02_C03_A03.judgment.json
T04_R01_C01,ok,8142,1082,9224,1,MIMO_V2_5__T04_R01_C01.judgment.json
T04_R01_C01_A01,ok,10369,981,11350,1,MIMO_V2_5__T04_R01_C01_A01.judgment.json
T04_R01_C01_A02,ok,9209,949,10158,1,MIMO_V2_5__T04_R01_C01_A02.judgment.json
T04_R01_C01_A03,ok,5516,602,6118,1,MIMO_V2_5__T04_R01_C01_A03.judgment.json
T04_R01_C02,ok,10324,882,11206,1,MIMO_V2_5__T04_R01_C02.judgment.json
T04_R01_C02_A01,ok,10145,796,10941,1,MIMO_V2_5__T04_R01_C02_A01.judgment.json
T04_R01_C02_A02,ok,9170,1983,11153,1,MIMO_V2_5__T04_R01_C02_A02.judgment.json
T04_R01_C02_A03,ok,9980,644,10624,1,MIMO_V2_5__T04_R01_C02_A03.judgment.json
T04_R01_C03,ok,8409,1221,9630,1,MIMO_V2_5__T04_R01_C03.judgment.json
T04_R01_C03_A01,ok,9986,1511,11497,1,MIMO_V2_5__T04_R01_C03_A01.judgment.json
T04_R01_C03_A02,ok,10524,887,11411,1,MIMO_V2_5__T04_R01_C03_A02.judgment.json
T04_R01_C03_A03,ok,11507,1060,12567,1,MIMO_V2_5__T04_R01_C03_A03.judgment.json
T04_R02_C01,ok,7450,1155,8605,1,MIMO_V2_5__T04_R02_C01.judgment.json
T04_R02_C01_A01,ok,9950,554,10504,1,MIMO_V2_5__T04_R02_C01_A01.judgment.json
T04_R02_C01_A02,ok,5311,1340,6651,1,MIMO_V2_5__T04_R02_C01_A02.judgment.json
T04_R02_C01_A03,ok,7025,845,7870,1,MIMO_V2_5__T04_R02_C01_A03.judgment.json
T04_R02_C02,ok,10317,984,11301,1,MIMO_V2_5__T04_R02_C02.judgment.json
T04_R02_C02_A01,ok,11975,1211,13186,1,MIMO_V2_5__T04_R02_C02_A01.judgment.json
T04_R02_C02_A02,ok,12979,2479,15458,1,MIMO_V2_5__T04_R02_C02_A02.judgment.json
T04_R02_C02_A03,ok,10642,829,11471,1,MIMO_V2_5__T04_R02_C02_A03.judgment.json
T04_R02_C03,ok,13174,786,13960,1,MIMO_V2_5__T04_R02_C03.judgment.json
T04_R02_C03_A01,ok,10868,701,11569,1,MIMO_V2_5__T04_R02_C03_A01.judgment.json
T04_R02_C03_A02,ok,4030,2080,6110,1,MIMO_V2_5__T04_R02_C03_A02.judgment.json
T04_R02_C03_A03,ok,11515,532,12047,1,MIMO_V2_5__T04_R02_C03_A03.judgment.json
T05_R01_C01,ok,17029,944,17973,1,MIMO_V2_5__T05_R01_C01.judgment.json
T05_R01_C01_A01,ok,25381,512,25893,1,MIMO_V2_5__T05_R01_C01_A01.judgment.json
T05_R01_C01_A02,ok,26743,640,27383,1,MIMO_V2_5__T05_R01_C01_A02.judgment.json
T05_R01_C01_A03,ok,21909,871,22780,1,MIMO_V2_5__T05_R01_C01_A03.judgment.json
T05_R01_C02,ok,27937,698,28635,1,MIMO_V2_5__T05_R01_C02.judgment.json
T05_R01_C02_A01,ok,27970,1161,29131,1,MIMO_V2_5__T05_R01_C02_A01.judgment.json
T05_R01_C02_A02,ok,21531,467,21998,1,MIMO_V2_5__T05_R01_C02_A02.judgment.json
T05_R01_C02_A03,ok,22112,479,22591,1,MIMO_V2_5__T05_R01_C02_A03.judgment.json
T05_R01_C03,ok,4971,1043,6014,1,MIMO_V2_5__T05_R01_C03.judgment.json
T05_R01_C03_A01,ok,4938,1073,6011,1,MIMO_V2_5__T05_R01_C03_A01.judgment.json
T05_R01_C03_A02,ok,5495,800,6295,1,MIMO_V2_5__T05_R01_C03_A02.judgment.json
T05_R01_C03_A03,ok,5052,1326,6378,1,MIMO_V2_5__T05_R01_C03_A03.judgment.json
T05_R02_C01,ok,12425,1363,13788,1,MIMO_V2_5__T05_R02_C01.judgment.json
T05_R02_C01_A01,ok,3930,1444,5374,1,MIMO_V2_5__T05_R02_C01_A01.judgment.json
T05_R02_C01_A02,ok,32913,1872,34785,1,MIMO_V2_5__T05_R02_C01_A02.judgment.json
T05_R02_C01_A03,ok,42850,688,43538,1,MIMO_V2_5__T05_R02_C01_A03.judgment.json
T05_R02_C02,ok,3226,1252,4478,1,MIMO_V2_5__T05_R02_C02.judgment.json
T05_R02_C02_A01,ok,4843,1027,5870,1,MIMO_V2_5__T05_R02_C02_A01.judgment.json
T05_R02_C02_A02,ok,3404,2594,5998,1,MIMO_V2_5__T05_R02_C02_A02.judgment.json
T05_R02_C02_A03,ok,3580,1883,5463,1,MIMO_V2_5__T05_R02_C02_A03.judgment.json
T05_R02_C03,ok,4536,801,5337,1,MIMO_V2_5__T05_R02_C03.judgment.json
T05_R02_C03_A01,ok,5416,767,6183,1,MIMO_V2_5__T05_R02_C03_A01.judgment.json
T05_R02_C03_A02,ok,4302,922,5224,1,MIMO_V2_5__T05_R02_C03_A02.judgment.json
T05_R02_C03_A03,ok,30123,807,30930,1,MIMO_V2_5__T05_R02_C03_A03.judgment.json
T06_R01_C01,ok,13936,1149,15085,1,MIMO_V2_5__T06_R01_C01.judgment.json
T06_R01_C01_A01,ok,5898,2001,7899,1,MIMO_V2_5__T06_R01_C01_A01.judgment.json
T06_R01_C01_A02,ok,8822,1273,10095,1,MIMO_V2_5__T06_R01_C01_A02.judgment.json
T06_R01_C01_A03,ok,11987,1916,13903,1,MIMO_V2_5__T06_R01_C01_A03.judgment.json
T06_R01_C02,ok,33382,604,33986,1,MIMO_V2_5__T06_R01_C02.judgment.json
T06_R01_C02_A01,ok,35510,765,36275,1,MIMO_V2_5__T06_R01_C02_A01.judgment.json
T06_R01_C02_A02,ok,49346,1272,50618,1,MIMO_V2_5__T06_R01_C02_A02.judgment.json
T06_R01_C02_A03,ok,29682,721,30403,1,MIMO_V2_5__T06_R01_C02_A03.judgment.json
T06_R01_C03,ok,22516,1301,23817,1,MIMO_V2_5__T06_R01_C03.judgment.json
T06_R01_C03_A01,ok,14384,2278,16662,1,MIMO_V2_5__T06_R01_C03_A01.judgment.json
T06_R01_C03_A02,ok,12729,1261,13990,1,MIMO_V2_5__T06_R01_C03_A02.judgment.json
T06_R01_C03_A03,ok,14174,1038,15212,1,MIMO_V2_5__T06_R01_C03_A03.judgment.json
T06_R02_C01,ok,3617,1223,4840,1,MIMO_V2_5__T06_R02_C01.judgment.json
T06_R02_C01_A01,ok,3544,1420,4964,1,MIMO_V2_5__T06_R02_C01_A01.judgment.json
T06_R02_C01_A02,ok,3928,1030,4958,1,MIMO_V2_5__T06_R02_C01_A02.judgment.json
T06_R02_C01_A03,ok,4822,1067,5889,1,MIMO_V2_5__T06_R02_C01_A03.judgment.json
T06_R02_C02,ok,3151,940,4091,1,MIMO_V2_5__T06_R02_C02.judgment.json
T06_R02_C02_A01,ok,7471,486,7957,1,MIMO_V2_5__T06_R02_C02_A01.judgment.json
T06_R02_C02_A02,ok,6575,903,7478,1,MIMO_V2_5__T06_R02_C02_A02.judgment.json
T06_R02_C02_A03,ok,10146,660,10806,1,MIMO_V2_5__T06_R02_C02_A03.judgment.json
T06_R02_C03,ok,209594,361,209955,1,MIMO_V2_5__T06_R02_C03.judgment.json
T06_R02_C03_A01,ok,3725,437,4162,1,MIMO_V2_5__T06_R02_C03_A01.judgment.json
T06_R02_C03_A02,ok,16501,691,17192,1,MIMO_V2_5__T06_R02_C03_A02.judgment.json
T06_R02_C03_A03,ok,2633,790,3423,1,MIMO_V2_5__T06_R02_C03_A03.judgment.json
T07_R01_C01,ok,6784,1033,7817,1,MIMO_V2_5__T07_R01_C01.judgment.json
T07_R01_C01_A01,ok,11960,1188,13148,1,MIMO_V2_5__T07_R01_C01_A01.judgment.json
T07_R01_C01_A02,ok,10859,945,11804,1,MIMO_V2_5__T07_R01_C01_A02.judgment.json
T07_R01_C01_A03,ok,7804,654,8458,1,MIMO_V2_5__T07_R01_C01_A03.judgment.json
T07_R01_C02,ok,12459,1040,13499,1,MIMO_V2_5__T07_R01_C02.judgment.json
T07_R01_C02_A01,ok,7931,683,8614,1,MIMO_V2_5__T07_R01_C02_A01.judgment.json
T07_R01_C02_A02,ok,11191,483,11674,1,MIMO_V2_5__T07_R01_C02_A02.judgment.json
T07_R01_C02_A03,ok,15796,1072,16868,1,MIMO_V2_5__T07_R01_C02_A03.judgment.json
T07_R01_C03,ok,4227,597,4824,1,MIMO_V2_5__T07_R01_C03.judgment.json
T07_R01_C03_A01,ok,3682,740,4422,1,MIMO_V2_5__T07_R01_C03_A01.judgment.json
T07_R01_C03_A02,ok,5929,1404,7333,1,MIMO_V2_5__T07_R01_C03_A02.judgment.json
T07_R01_C03_A03,ok,4396,1159,5555,1,MIMO_V2_5__T07_R01_C03_A03.judgment.json
T07_R02_C01,ok,2544,1488,4032,1,MIMO_V2_5__T07_R02_C01.judgment.json
T07_R02_C01_A01,ok,5074,1237,6311,1,MIMO_V2_5__T07_R02_C01_A01.judgment.json
T07_R02_C01_A02,ok,5195,2458,7653,1,MIMO_V2_5__T07_R02_C01_A02.judgment.json
T07_R02_C01_A03,ok,4873,1688,6561,1,MIMO_V2_5__T07_R02_C01_A03.judgment.json
T07_R02_C02,ok,4695,1291,5986,1,MIMO_V2_5__T07_R02_C02.judgment.json
T07_R02_C02_A01,ok,6359,904,7263,1,MIMO_V2_5__T07_R02_C02_A01.judgment.json
T07_R02_C02_A02,ok,5128,793,5921,1,MIMO_V2_5__T07_R02_C02_A02.judgment.json
T07_R02_C02_A03,ok,6265,774,7039,1,MIMO_V2_5__T07_R02_C02_A03.judgment.json
T07_R02_C03,ok,4061,1328,5389,1,MIMO_V2_5__T07_R02_C03.judgment.json
T07_R02_C03_A01,ok,2915,1053,3968,1,MIMO_V2_5__T07_R02_C03_A01.judgment.json
T07_R02_C03_A02,ok,3294,1096,4390,1,MIMO_V2_5__T07_R02_C03_A02.judgment.json
T07_R02_C03_A03,ok,2954,951,3905,1,MIMO_V2_5__T07_R02_C03_A03.judgment.json
T08_R01_C01,ok,18669,759,19428,1,MIMO_V2_5__T08_R01_C01.judgment.json
T08_R01_C01_A01,ok,5371,614,5985,1,MIMO_V2_5__T08_R01_C01_A01.judgment.json
T08_R01_C01_A02,ok,5402,923,6325,1,MIMO_V2_5__T08_R01_C01_A02.judgment.json
T08_R01_C01_A03,ok,5315,1120,6435,1,MIMO_V2_5__T08_R01_C01_A03.judgment.json
T08_R01_C02,ok,3859,795,4654,1,MIMO_V2_5__T08_R01_C02.judgment.json
T08_R01_C02_A01,ok,4067,919,4986,1,MIMO_V2_5__T08_R01_C02_A01.judgment.json
T08_R01_C02_A02,ok,10629,1328,11957,1,MIMO_V2_5__T08_R01_C02_A02.judgment.json
T08_R01_C02_A03,ok,10485,912,11397,1,MIMO_V2_5__T08_R01_C02_A03.judgment.json
T08_R01_C03,ok,5757,513,6270,1,MIMO_V2_5__T08_R01_C03.judgment.json
T08_R01_C03_A01,ok,4641,1063,5704,1,MIMO_V2_5__T08_R01_C03_A01.judgment.json
T08_R01_C03_A02,ok,5185,831,6016,1,MIMO_V2_5__T08_R01_C03_A02.judgment.json
T08_R01_C03_A03,ok,5969,1127,7096,1,MIMO_V2_5__T08_R01_C03_A03.judgment.json
T08_R02_C01,ok,4480,1115,5595,1,MIMO_V2_5__T08_R02_C01.judgment.json
T08_R02_C01_A01,ok,5101,1393,6494,1,MIMO_V2_5__T08_R02_C01_A01.judgment.json
T08_R02_C01_A02,ok,4725,1121,5846,1,MIMO_V2_5__T08_R02_C01_A02.judgment.json
T08_R02_C01_A03,ok,4718,1119,5837,1,MIMO_V2_5__T08_R02_C01_A03.judgment.json
T08_R02_C02,ok,10389,904,11293,1,MIMO_V2_5__T08_R02_C02.judgment.json
T08_R02_C02_A01,ok,3753,460,4213,1,MIMO_V2_5__T08_R02_C02_A01.judgment.json
T08_R02_C02_A02,ok,9227,1370,10597,1,MIMO_V2_5__T08_R02_C02_A02.judgment.json
T08_R02_C02_A03,ok,8794,1086,9880,1,MIMO_V2_5__T08_R02_C02_A03.judgment.json
T08_R02_C03,ok,5280,517,5797,1,MIMO_V2_5__T08_R02_C03.judgment.json
T08_R02_C03_A01,ok,7013,727,7740,1,MIMO_V2_5__T08_R02_C03_A01.judgment.json
T08_R02_C03_A02,ok,6814,1587,8401,1,MIMO_V2_5__T08_R02_C03_A02.judgment.json
T08_R02_C03_A03,ok,4671,992,5663,1,MIMO_V2_5__T08_R02_C03_A03.judgment.json
T09_R01_C01,ok,6274,1374,7648,1,MIMO_V2_5__T09_R01_C01.judgment.json
T09_R01_C01_A01,ok,6666,1523,8189,1,MIMO_V2_5__T09_R01_C01_A01.judgment.json
T09_R01_C01_A02,ok,6746,1125,7871,1,MIMO_V2_5__T09_R01_C01_A02.judgment.json
T09_R01_C01_A03,ok,6534,931,7465,1,MIMO_V2_5__T09_R01_C01_A03.judgment.json
T09_R01_C02,ok,4107,1115,5222,1,MIMO_V2_5__T09_R01_C02.judgment.json
T09_R01_C02_A01,ok,8494,965,9459,1,MIMO_V2_5__T09_R01_C02_A01.judgment.json
T09_R01_C02_A02,ok,6901,789,7690,1,MIMO_V2_5__T09_R01_C02_A02.judgment.json
T09_R01_C02_A03,ok,8078,1430,9508,1,MIMO_V2_5__T09_R01_C02_A03.judgment.json
T09_R01_C03,ok,4689,1267,5956,1,MIMO_V2_5__T09_R01_C03.judgment.json
T09_R01_C03_A01,ok,10804,1350,12154,1,MIMO_V2_5__T09_R01_C03_A01.judgment.json
T09_R01_C03_A02,ok,9186,1136,10322,1,MIMO_V2_5__T09_R01_C03_A02.judgment.json
T09_R01_C03_A03,ok,6161,2088,8249,1,MIMO_V2_5__T09_R01_C03_A03.judgment.json
T09_R02_C01,ok,7450,1062,8512,1,MIMO_V2_5__T09_R02_C01.judgment.json
T09_R02_C01_A01,ok,7244,857,8101,1,MIMO_V2_5__T09_R02_C01_A01.judgment.json
T09_R02_C01_A02,ok,9364,1438,10802,1,MIMO_V2_5__T09_R02_C01_A02.judgment.json
T09_R02_C01_A03,ok,7053,466,7519,1,MIMO_V2_5__T09_R02_C01_A03.judgment.json
T09_R02_C02,ok,9245,1987,11232,1,MIMO_V2_5__T09_R02_C02.judgment.json
T09_R02_C02_A01,ok,9288,2568,11856,1,MIMO_V2_5__T09_R02_C02_A01.judgment.json
T09_R02_C02_A02,ok,9839,1548,11387,1,MIMO_V2_5__T09_R02_C02_A02.judgment.json
T09_R02_C02_A03,ok,8135,1017,9152,1,MIMO_V2_5__T09_R02_C02_A03.judgment.json
T09_R02_C03,ok,27224,1993,29217,1,MIMO_V2_5__T09_R02_C03.judgment.json
T09_R02_C03_A01,ok,3292,1200,4492,1,MIMO_V2_5__T09_R02_C03_A01.judgment.json
T09_R02_C03_A02,ok,45029,881,45910,1,MIMO_V2_5__T09_R02_C03_A02.judgment.json
T09_R02_C03_A03,ok,23142,2983,26125,1,MIMO_V2_5__T09_R02_C03_A03.judgment.json
T10_R01_C01,ok,3144,858,4002,1,MIMO_V2_5__T10_R01_C01.judgment.json
T10_R01_C01_A01,ok,3780,673,4453,1,MIMO_V2_5__T10_R01_C01_A01.judgment.json
T10_R01_C01_A02,ok,4501,756,5257,1,MIMO_V2_5__T10_R01_C01_A02.judgment.json
T10_R01_C01_A03,ok,4352,938,5290,1,MIMO_V2_5__T10_R01_C01_A03.judgment.json
T10_R01_C02,ok,9282,1159,10441,1,MIMO_V2_5__T10_R01_C02.judgment.json
T10_R01_C02_A01,ok,10686,1153,11839,1,MIMO_V2_5__T10_R01_C02_A01.judgment.json
T10_R01_C02_A02,ok,13025,1253,14278,1,MIMO_V2_5__T10_R01_C02_A02.judgment.json
T10_R01_C02_A03,ok,11420,1875,13295,1,MIMO_V2_5__T10_R01_C02_A03.judgment.json
T10_R01_C03,ok,5907,1922,7829,1,MIMO_V2_5__T10_R01_C03.judgment.json
T10_R01_C03_A01,ok,10784,2174,12958,1,MIMO_V2_5__T10_R01_C03_A01.judgment.json
T10_R01_C03_A02,ok,7534,877,8411,1,MIMO_V2_5__T10_R01_C03_A02.judgment.json
T10_R01_C03_A03,ok,8140,1108,9248,1,MIMO_V2_5__T10_R01_C03_A03.judgment.json
T10_R02_C01,ok,10248,759,11007,1,MIMO_V2_5__T10_R02_C01.judgment.json
T10_R02_C01_A01,ok,12928,881,13809,1,MIMO_V2_5__T10_R02_C01_A01.judgment.json
T10_R02_C01_A02,ok,11106,1257,12363,1,MIMO_V2_5__T10_R02_C01_A02.judgment.json
T10_R02_C01_A03,ok,9099,793,9892,1,MIMO_V2_5__T10_R02_C01_A03.judgment.json
T10_R02_C02,ok,20428,1821,22249,1,MIMO_V2_5__T10_R02_C02.judgment.json
T10_R02_C02_A01,ok,18913,2442,21355,1,MIMO_V2_5__T10_R02_C02_A01.judgment.json
T10_R02_C02_A02,ok,19829,1901,21730,1,MIMO_V2_5__T10_R02_C02_A02.judgment.json
T10_R02_C02_A03,ok,9686,988,10674,1,MIMO_V2_5__T10_R02_C02_A03.judgment.json
T10_R02_C03,ok,26787,1126,27913,1,MIMO_V2_5__T10_R02_C03.judgment.json
T10_R02_C03_A01,ok,9924,1020,10944,1,MIMO_V2_5__T10_R02_C03_A01.judgment.json
T10_R02_C03_A02,ok,27065,1079,28144,1,MIMO_V2_5__T10_R02_C03_A02.judgment.json
T10_R02_C03_A03,ok,8312,643,8955,1,MIMO_V2_5__T10_R02_C03_A03.judgment.json
T11_R01_C01,ok,9913,1417,11330,1,MIMO_V2_5__T11_R01_C01.judgment.json
T11_R01_C01_A01,ok,7769,1578,9347,1,MIMO_V2_5__T11_R01_C01_A01.judgment.json
T11_R01_C01_A02,ok,7481,1035,8516,1,MIMO_V2_5__T11_R01_C01_A02.judgment.json
T11_R01_C01_A03,ok,8175,999,9174,1,MIMO_V2_5__T11_R01_C01_A03.judgment.json
T11_R01_C02,ok,4978,1201,6179,1,MIMO_V2_5__T11_R01_C02.judgment.json
T11_R01_C02_A01,ok,10825,1238,12063,1,MIMO_V2_5__T11_R01_C02_A01.judgment.json
T11_R01_C02_A02,ok,10340,1269,11609,1,MIMO_V2_5__T11_R01_C02_A02.judgment.json
T11_R01_C02_A03,ok,8896,2322,11218,1,MIMO_V2_5__T11_R01_C02_A03.judgment.json
T11_R01_C03,ok,5192,1365,6557,1,MIMO_V2_5__T11_R01_C03.judgment.json
T11_R01_C03_A01,ok,7653,1092,8745,1,MIMO_V2_5__T11_R01_C03_A01.judgment.json
T11_R01_C03_A02,ok,5732,1725,7457,1,MIMO_V2_5__T11_R01_C03_A02.judgment.json
T11_R01_C03_A03,ok,8250,828,9078,1,MIMO_V2_5__T11_R01_C03_A03.judgment.json
T11_R02_C01,ok,38602,586,39188,1,MIMO_V2_5__T11_R02_C01.judgment.json
T11_R02_C01_A01,ok,48240,946,49186,1,MIMO_V2_5__T11_R02_C01_A01.judgment.json
T11_R02_C01_A02,ok,49554,622,50176,1,MIMO_V2_5__T11_R02_C01_A02.judgment.json
T11_R02_C01_A03,ok,45382,1075,46457,1,MIMO_V2_5__T11_R02_C01_A03.judgment.json
T11_R02_C02,ok,31969,1713,33682,1,MIMO_V2_5__T11_R02_C02.judgment.json
T11_R02_C02_A01,ok,12027,818,12845,1,MIMO_V2_5__T11_R02_C02_A01.judgment.json
T11_R02_C02_A02,ok,53169,1401,54570,1,MIMO_V2_5__T11_R02_C02_A02.judgment.json
T11_R02_C02_A03,ok,8326,1206,9532,1,MIMO_V2_5__T11_R02_C02_A03.judgment.json
T11_R02_C03,ok,50719,1627,52346,1,MIMO_V2_5__T11_R02_C03.judgment.json
T11_R02_C03_A01,ok,3751,1123,4874,1,MIMO_V2_5__T11_R02_C03_A01.judgment.json
T11_R02_C03_A02,ok,51040,1920,52960,1,MIMO_V2_5__T11_R02_C03_A02.judgment.json
T11_R02_C03_A03,ok,41458,1352,42810,1,MIMO_V2_5__T11_R02_C03_A03.judgment.json
T12_R01_C01,ok,9132,1234,10366,1,MIMO_V2_5__T12_R01_C01.judgment.json
T12_R01_C01_A01,ok,7876,1514,9390,1,MIMO_V2_5__T12_R01_C01_A01.judgment.json
T12_R01_C01_A02,ok,8639,1224,9863,1,MIMO_V2_5__T12_R01_C01_A02.judgment.json
